Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,GEO_Accession (exp),lab,create_date,version,AGE,sex,sample_type,donor_id,tissue,dev_stage,health_state,source_name,source,biomaterial_provider,cell_organism,datatype_description,datatype,lab_description,Library Name,strain_description,age_description,cell_sex,labversion,strain,cell_description,cell,replicate,labexpid,antibody,control_description,control,controlid,antibody_antibodydescription,antibody_targetdescription,antibody_vendorid,antibody_vendorname,Description,softwareversion,Donor,note,instrument_model (run),biomaterial_type,cell_type,cell_line,treatment_description,treatment,tissue_type,antibody_description,Line,replicate_description,read_name_barcode_proc_directive (run),collection_date,ENCODE_accession,geo_loc_name_country,geo_loc_name_country_continent,geographic_location,treatments,labversion_description,AssemblyName,model_organism_mating_status,softwareversion_description
SRR14305392,ATAC-seq,99,6289882599,PRJNA63471,SAMN05202053,2759085354,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660960,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS045AAA,SRP013703,GSM5258743,"Len Pennacchio, LBNL",2021-04-28T07:43:00Z,1,0 day,pooled male and female,tissue,ENCDO469XMJ,stomach,postnatal,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305393,ATAC-seq,99,5531627077,PRJNA63471,SAMN05202054,2461772302,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660961,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS561AAA,SRP013703,GSM5258744,"Len Pennacchio, LBNL",2021-04-28T01:33:00Z,1,0 day,pooled male and female,tissue,ENCDO469XMJ,stomach,postnatal,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305396,ATAC-seq,100,2104441437,PRJNA63471,SAMN04284034,902624461,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660964,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS217XWR,SRP013703,GSM5258901,"Len Pennacchio, LBNL",2021-04-28T09:14:00Z,1,16.5 day,pooled male and female,tissue,ENCDO956IXV,heart,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305397,ATAC-seq,100,2386703155,PRJNA63471,SAMN04284189,1090090938,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660965,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS955JPC,SRP013703,GSM5258902,"Len Pennacchio, LBNL",2021-04-28T11:29:00Z,1,16.5 day,pooled male and female,tissue,ENCDO956IXV,heart,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305408,ATAC-seq,100,4412257636,PRJNA63471,SAMN04284016,1943693448,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660974,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS156DHU,SRP013703,GSM5258782,"Len Pennacchio, LBNL",2021-04-28T09:27:00Z,1,16.5 day,pooled male and female,tissue,ENCDO956IXV,forebrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305409,ATAC-seq,100,4250691145,PRJNA63471,SAMN04284092,1863242788,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660975,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS512LKA,SRP013703,GSM5258783,"Len Pennacchio, LBNL",2021-04-28T02:57:00Z,1,16.5 day,pooled male and female,tissue,ENCDO956IXV,forebrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305420,ATAC-seq,99,3727835580,PRJNA63471,SAMN04283985,1626797080,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660983,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS046IMM,SRP013703,GSM5258718,"Len Pennacchio, LBNL",2021-04-28T02:58:00Z,1,11.5 day,pooled male and female,tissue,ENCDO956IXV,heart,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305421,ATAC-seq,100,4236120557,PRJNA63471,SAMN18814537,1834221321,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660984,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS019PUH,SRP013703,GSM5258719,"Len Pennacchio, LBNL",2021-04-28T05:45:00Z,1,11.5 day,pooled male and female,tissue,ENCDO956IXV,heart,embryonic,healthy,,Len Pennacchio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305424,ATAC-seq,48,4855547712,PRJNA63471,SAMN18814568,3075776143,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660987,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS631ECT,SRP013703,GSM5258854,"Ross Hardison, PennState",2021-04-27T16:12:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erythroid progenitor cell,,,,,,,,,,,,,,,,,,
SRR14305425,ATAC-seq,48,3895195632,PRJNA63471,SAMN18814572,2501996808,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660988,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS842ORQ,SRP013703,GSM5258855,"Ross Hardison, PennState",2021-04-27T23:35:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erythroid progenitor cell,,,,,,,,,,,,,,,,,,
SRR14305426,ATAC-seq,48,2453293104,PRJNA63471,SAMN18814572,883661651,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10660988,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS842ORQ,SRP013703,GSM5258855,"Ross Hardison, PennState",2021-04-28T01:10:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erythroid progenitor cell,,,,,,,,,,,,,,,,,,
SRR14305461,ATAC-seq,100,4686261224,PRJNA63471,SAMN04284033,2085166140,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661012,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS217WPC,SRP013703,GSM5259093,"Len Pennacchio, LBNL",2021-04-27T21:25:00Z,1,15.5 day,pooled male and female,tissue,ENCDO956IXV,lung,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305462,ATAC-seq,100,2007914638,PRJNA63471,SAMN04284084,901181053,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661013,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS467HSM,SRP013703,GSM5259094,"Len Pennacchio, LBNL",2021-04-28T07:28:00Z,1,15.5 day,pooled male and female,tissue,ENCDO956IXV,lung,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305463,ATAC-seq,100,3349952436,PRJNA63471,SAMN05202056,1505063959,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661014,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS568AAA,SRP013703,GSM5258804,"Len Pennacchio, LBNL",2021-04-28T09:53:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,stomach,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305464,ATAC-seq,100,2383336398,PRJNA63471,SAMN05202055,1069860400,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661015,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS564AAA,SRP013703,GSM5258805,"Len Pennacchio, LBNL",2021-04-28T02:51:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,stomach,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305471,ATAC-seq,100,3617145626,PRJNA63471,SAMN05202025,1593921305,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661021,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS002AAA,SRP013703,GSM5258696,"Len Pennacchio, LBNL",2021-04-28T01:29:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,forebrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305484,ATAC-seq,100,5559023337,PRJNA63471,SAMN04284025,2456171426,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661030,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS185VNZ,SRP013703,GSM5258708,"Len Pennacchio, LBNL",2021-04-28T08:00:00Z,1,13.5 day,pooled male and female,tissue,ENCDO956IXV,midbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305485,ATAC-seq,100,5171550558,PRJNA63471,SAMN04284127,2284497611,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661031,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS725LVX,SRP013703,GSM5258709,"Len Pennacchio, LBNL",2021-04-28T09:28:00Z,1,13.5 day,pooled male and female,tissue,ENCDO956IXV,midbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305649,ATAC-seq,100,1659587500,PRJNA63471,SAMN18814553,1012871642,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661180,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS744QIZ,SRP013703,GSM5258746,"Christina Leslie, MSKCC",2021-04-28T01:12:00Z,1,4 month,male,primary cell,ENCDO820VCL,,adult,,,Christina Leslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activated regulatory T-cells,,,,,,,,,,,,,,,,,,
SRR14305650,ATAC-seq,100,1575389400,PRJNA63471,SAMN18814553,948558859,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661181,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS744QIZ,SRP013703,GSM5258747,"Christina Leslie, MSKCC",2021-04-28T02:40:00Z,1,4 month,male,primary cell,ENCDO820VCL,,adult,,,Christina Leslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activated regulatory T-cells,,,,,,,,,,,,,,,,,,
SRR14305731,ATAC-seq,48,4092581424,PRJNA63471,SAMN18814555,1617456008,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661255,NextSeq 500,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS037MZW,SRP013703,GSM5258801,"Ross Hardison, PennState",2021-04-27T23:49:00Z,1,5-6 week,not collected,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutrophil,,,,,,,,,,,,,,,,,,
SRR14305767,ATAC-seq,100,5350036035,PRJNA63471,SAMN04284047,2347295473,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661273,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS281ZLI,SRP013703,GSM5258824,"Len Pennacchio, LBNL",2021-04-28T06:50:00Z,1,16.5 day,pooled male and female,tissue,ENCDO956IXV,hindbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305768,ATAC-seq,100,4486083502,PRJNA63471,SAMN04284076,1977013845,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661274,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS436LSH,SRP013703,GSM5258825,"Len Pennacchio, LBNL",2021-04-28T05:46:00Z,1,16.5 day,pooled male and female,tissue,ENCDO956IXV,hindbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305811,ATAC-seq,100,3062634809,PRJNA63471,SAMN05202024,1377643437,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661313,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS024AAA,SRP013703,GSM5258878,"Len Pennacchio, LBNL",2021-04-27T22:35:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,embryonic facial prominence,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305812,ATAC-seq,100,3306179607,PRJNA63471,SAMN05202023,1478048488,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661314,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS012AAA,SRP013703,GSM5258879,"Len Pennacchio, LBNL",2021-04-28T09:44:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,embryonic facial prominence,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305813,ATAC-seq,100,3316805502,PRJNA63471,SAMN18814547,1439441577,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661315,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS032AAA,SRP013703,GSM5258880,"Len Pennacchio, LBNL",2021-04-27T22:30:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,intestine,embryonic,healthy,,Len Pennacchio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305820,ATAC-seq,48,4971273072,PRJNA63471,SAMN18814560,3551451337,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661321,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS149HMM,SRP013703,GSM5258887,"Ross Hardison, PennState",2021-04-28T03:07:00Z,1,5-6 week,not collected,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hematopoietic stem cell,,,,,,,,,,,,,,,,,,
SRR14305821,ATAC-seq,48,4020577440,PRJNA63471,SAMN18814573,1628748905,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661322,NextSeq 500,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS855EXW,SRP013703,GSM5258888,"Ross Hardison, PennState",2021-04-27T14:55:00Z,1,5-6 week,not collected,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hematopoietic stem cell,,,,,,,,,,,,,,,,,,
SRR14305833,ATAC-seq,50,1691878350,PRJNA63471,SAMN18814595,1076189527,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661331,Illumina HiSeq 2500,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS994XTD,SRP013703,GSM5258899,"Barbara Wold, Caltech",2021-04-27T20:37:00Z,1,,not collected,tissue,ENCDO956IXV,frontal cortex,adult,,,Barbara Wold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305834,ATAC-seq,50,1693496900,PRJNA63471,SAMN18814595,1081715915,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661331,Illumina HiSeq 2500,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS994XTD,SRP013703,GSM5258899,"Barbara Wold, Caltech",2021-04-28T09:13:00Z,1,,not collected,tissue,ENCDO956IXV,frontal cortex,adult,,,Barbara Wold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305835,ATAC-seq,100,1230486500,PRJNA63471,SAMN18814590,796547361,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661332,Illumina HiSeq 2500,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS786POK,SRP013703,GSM5258900,"Barbara Wold, Caltech",2021-04-28T02:39:00Z,1,,not collected,tissue,ENCDO956IXV,frontal cortex,adult,,,Barbara Wold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305836,ATAC-seq,50,1384254200,PRJNA63471,SAMN18814590,885339830,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661332,Illumina HiSeq 2500,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS786POK,SRP013703,GSM5258900,"Barbara Wold, Caltech",2021-04-27T14:47:00Z,1,,not collected,tissue,ENCDO956IXV,frontal cortex,adult,,,Barbara Wold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305837,ATAC-seq,50,1382200900,PRJNA63471,SAMN18814590,880560819,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661332,Illumina HiSeq 2500,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS786POK,SRP013703,GSM5258900,"Barbara Wold, Caltech",2021-04-27T22:10:00Z,1,,not collected,tissue,ENCDO956IXV,frontal cortex,adult,,,Barbara Wold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305838,ATAC-seq,100,1230970900,PRJNA63471,SAMN18814590,799556004,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661332,Illumina HiSeq 2500,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS786POK,SRP013703,GSM5258900,"Barbara Wold, Caltech",2021-04-27T23:29:00Z,1,,not collected,tissue,ENCDO956IXV,frontal cortex,adult,,,Barbara Wold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305855,ATAC-seq,100,3419402992,PRJNA63471,SAMN05202069,1512500459,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661341,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS309WCU,SRP013703,GSM5258932,"Len Pennacchio, LBNL",2021-04-28T01:26:00Z,1,12.5 day,pooled male and female,tissue,ENCDO956IXV,midbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305873,ATAC-seq,100,4410452564,PRJNA63471,SAMN04284121,1967265870,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661352,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS681XPR,SRP013703,GSM5258963,"Len Pennacchio, LBNL",2021-04-28T07:56:00Z,1,11.5 day,pooled male and female,tissue,ENCDO956IXV,limb,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305953,ATAC-seq,100,5831960184,PRJNA63471,SAMN04284188,2566250153,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661419,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS948UKU,SRP013703,GSM5259064,"Len Pennacchio, LBNL",2021-04-27T22:31:00Z,1,15.5 day,pooled male and female,tissue,ENCDO956IXV,hindbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305954,ATAC-seq,100,3272107559,PRJNA63471,SAMN04284191,1436361249,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661420,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS958AHU,SRP013703,GSM5259065,"Len Pennacchio, LBNL",2021-04-28T03:32:00Z,1,15.5 day,pooled male and female,tissue,ENCDO956IXV,hindbrain,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305973,ATAC-seq,100,3715646457,PRJNA63471,SAMN05202038,1634749052,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661436,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS562AAA,SRP013703,GSM5259096,"Len Pennacchio, LBNL",2021-04-28T09:18:00Z,1,0 day,pooled male and female,tissue,ENCDO469XMJ,kidney,postnatal,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14305974,ATAC-seq,100,4748993646,PRJNA63471,SAMN05202035,2095333811,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661437,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS046AAA,SRP013703,GSM5259097,"Len Pennacchio, LBNL",2021-04-27T23:31:00Z,1,0 day,pooled male and female,tissue,ENCDO469XMJ,kidney,postnatal,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306066,ATAC-seq,100,5586678024,PRJNA63471,SAMN04284157,2421775553,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661510,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS836WEU,SRP013703,GSM5259188,"Len Pennacchio, LBNL",2021-04-28T05:39:00Z,1,15.5 day,pooled male and female,tissue,ENCDO956IXV,intestine,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306067,ATAC-seq,100,5816991156,PRJNA63471,SAMN04284072,2540800815,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661511,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS401LLS,SRP013703,GSM5259189,"Len Pennacchio, LBNL",2021-04-28T07:12:00Z,1,15.5 day,pooled male and female,tissue,ENCDO956IXV,intestine,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
