Run	Assay.Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	cell_type	Center.Name	Consent	DATASTORE.filetype	DATASTORE.provider	DATASTORE.region	Experiment	GEO_Accession..exp.	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample.Name	source_name	SRA.Study	strain	create_date	version	label	genotype
SRR5799441	ATAC-seq	75	795190875	PRJNA392905	SAMN07312050	317312832	CD8 T Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978908	GSM2692229	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692229	Spleen	SRP110978	C57BL/6	2017-07-03T11:39:00Z	1	T8.Tcm.LCMV.d180.Sp_2	
SRR5799442	ATAC-seq	75	803445075	PRJNA392905	SAMN07312049	312985018	CD8 T Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978909	GSM2692230	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692230	Spleen	SRP110978	C57BL/6	2017-07-03T11:39:00Z	1	T8.Tem.LCMV.d180.Sp_1	
SRR5799443	ATAC-seq	75	1019306550	PRJNA392905	SAMN07312048	397374704	CD8 T Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978910	GSM2692231	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692231	Spleen	SRP110978	C57BL/6	2017-07-03T11:40:00Z	1	T8.Tem.LCMV.d180.Sp_2	
SRR5799444	ATAC-seq	75	685325325	PRJNA392905	SAMN07312047	270948863	CD8 T Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978911	GSM2692232	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692232	Small Intestine	SRP110978	C57BL/6	2017-07-03T11:39:00Z	1	T8.IEL.LCMV.d7.SI_1	
SRR5799445	ATAC-seq	75	1085235000	PRJNA392905	SAMN07312046	415568695	CD8 T Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978912	GSM2692233	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692233	Small Intestine	SRP110978	C57BL/6	2017-07-03T11:40:00Z	1	T8.IEL.LCMV.d7.SI_2	
SRR5799446	ATAC-seq	75	605333475	PRJNA392905	SAMN07312105	243758208	gdT Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978913	GSM2692234	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692234	Spleen	SRP110978	C57BL/6	2017-07-03T11:39:00Z	1	Tgd.Sp_1	
SRR5799447	ATAC-seq	75	758573250	PRJNA392905	SAMN07312104	303072624	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978914	GSM2692235	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692235	Bone marrow	SRP110978	C57BL/6	2017-07-03T11:43:00Z	1	proB.CLP.BM_2	
SRR5799448	ATAC-seq	75	912108450	PRJNA392905	SAMN07312103	367137403	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978915	GSM2692236	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692236	Bone marrow	SRP110978	C57BL/6	2017-07-03T11:45:00Z	1	proB.FrA.BM_1	
SRR5799449	ATAC-seq	75	790423425	PRJNA392905	SAMN07312102	310671911	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978916	GSM2692237	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692237	Bone marrow	SRP110978	C57BL/6	2017-07-03T11:42:00Z	1	proB.FrA.BM_2	
SRR5799450	ATAC-seq	75	897378300	PRJNA392905	SAMN07312101	356951153	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978917	GSM2692238	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692238	Bone marrow	SRP110978	C57BL/6	2017-07-03T11:43:00Z	1	proB.FrBC.BM_1	
SRR5799451	ATAC-seq	75	926393025	PRJNA392905	SAMN07312100	362019747	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978918	GSM2692239	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692239	Bone marrow	SRP110978	C57BL/6	2017-07-03T11:46:00Z	1	proB.FrBC.BM_2	
SRR5799452	ATAC-seq	75	945463800	PRJNA392905	SAMN07312099	370004453	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978919	GSM2692240	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692240	Bone marrow	SRP110978	C57BL/6	2017-07-03T11:44:00Z	1	preB.FrD.BM_1	
SRR5799453	ATAC-seq	75	807277950	PRJNA392905	SAMN07312098	315398831	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978920	GSM2692241	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692241	Bone marrow	SRP110978	C57BL/6	2017-07-03T11:42:00Z	1	preB.FrD.BM_2	
SRR5799454	ATAC-seq	75	1181591100	PRJNA392905	SAMN07312097	455652770	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978921	GSM2692242	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692242	Bone marrow	SRP110978	C57BL/6	2017-07-03T11:28:00Z	1	B.FrE.BM_1	
SRR5799455	ATAC-seq	75	742938225	PRJNA392905	SAMN07312096	295581414	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978922	GSM2692243	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692243	Bone marrow	SRP110978	C57BL/6	2017-07-03T11:25:00Z	1	B.FrE.BM_2	
SRR5799456	ATAC-seq	75	929824725	PRJNA392905	SAMN07312095	374458656	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978923	GSM2692244	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692244	Spleen	SRP110978	C57BL/6	2017-07-03T11:28:00Z	1	B.T1.Sp_1	
SRR5799457	ATAC-seq	75	735076050	PRJNA392905	SAMN07312094	292159627	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978924	GSM2692245	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692245	Spleen	SRP110978	C57BL/6	2017-07-03T11:26:00Z	1	B.Fo.Sp_1	
SRR5799458	ATAC-seq	75	891334275	PRJNA392905	SAMN07312093	342656407	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978925	GSM2692246	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692246	Spleen	SRP110978	C57BL/6	2017-07-03T11:28:00Z	1	B.T2.Sp_1	
SRR5799459	ATAC-seq	75	875237475	PRJNA392905	SAMN07312092	332453645	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978926	GSM2692247	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692247	Spleen	SRP110978	C57BL/6	2017-07-03T11:28:00Z	1	B.MZ.Sp_1	
SRR5799460	ATAC-seq	75	1240052700	PRJNA392905	SAMN07312091	498126060	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978927	GSM2692248	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692248	Spleen	SRP110978	C57BL/6	2017-07-03T11:29:00Z	1	B.T3.Sp_1	
SRR5799461	ATAC-seq	75	964392150	PRJNA392905	SAMN07312090	368471041	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978928	GSM2692249	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692249	Peritoneal cavity	SRP110978	C57BL/6	2017-07-03T11:30:00Z	1	B1b.PC_1	
SRR5799462	ATAC-seq	75	1076842725	PRJNA392905	SAMN07312089	418249060	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978929	GSM2692250	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692250	Spleen	SRP110978	C57BL/6	2017-07-03T11:29:00Z	1	B.GC.CC.Sp_1	
SRR5799463	ATAC-seq	75	707035650	PRJNA392905	SAMN07312088	291489703	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978930	GSM2692251	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692251	Spleen	SRP110978	C57BL/6	2017-07-03T11:26:00Z	1	B.GC.CC.Sp_2	
SRR5799464	ATAC-seq	75	770839125	PRJNA392905	SAMN07312087	311369228	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978931	GSM2692252	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692252	Spleen	SRP110978	C57BL/6	2017-07-03T11:27:00Z	1	B.GC.CB.Sp_1	
SRR5799465	ATAC-seq	75	723440475	PRJNA392905	SAMN07312086	291046084	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978932	GSM2692253	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692253	Spleen	SRP110978	C57BL/6	2017-07-03T11:25:00Z	1	B.GC.CB.Sp_2	
SRR5799466	ATAC-seq	75	997736625	PRJNA392905	SAMN07312085	385370205	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978933	GSM2692254	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692254	Spleen	SRP110978	C57BL/6	2017-07-03T11:28:00Z	1	B.mem.Sp_1	
SRR5799467	ATAC-seq	75	688118925	PRJNA392905	SAMN07312084	277880293	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978934	GSM2692255	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692255	Spleen	SRP110978	C57BL/6	2017-07-03T11:25:00Z	1	B.mem.Sp_2	
SRR5799468	ATAC-seq	75	1056541500	PRJNA392905	SAMN07312083	405340139	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978935	GSM2692256	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692256	Spleen	SRP110978	C57BL/6	2017-07-03T11:28:00Z	1	B.PB.Sp_1	Prdm1-gfp/+
SRR5799469	ATAC-seq	75	831358950	PRJNA392905	SAMN07312082	336350497	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978936	GSM2692257	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692257	Spleen	SRP110978	C57BL/6	2017-07-03T11:28:00Z	1	B.PC.Sp_1	Prdm1-gfp/+
SRR5799470	ATAC-seq	75	1142273025	PRJNA392905	SAMN07312081	432865174	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978937	GSM2692258	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692258	Bone marrow	SRP110978	C57BL/6	2017-07-03T11:31:00Z	1	B.PC.BM_1	Prdm1-gfp/+
SRR5799471	ATAC-seq	75	711033150	PRJNA392905	SAMN07312080	289523788	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978938	GSM2692259	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692259	Bone marrow	SRP110978	C57BL/6	2017-07-03T11:28:00Z	1	B.PC.BM_2	Prdm1-gfp/+
SRR5799472	ATAC-seq	75	932063400	PRJNA392905	SAMN07312079	372870087	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978939	GSM2692260	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692260	Spleen	SRP110978	C57BL/6	2017-07-03T11:29:00Z	1	B.Fo.Sp_3	
SRR5799473	ATAC-seq	75	998605575	PRJNA392905	SAMN07312078	386022048	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978940	GSM2692261	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692261	Spleen	SRP110978	C57BL/6	2017-07-03T11:32:00Z	1	B.Sp_1	
SRR5799474	ATAC-seq	75	762276150	PRJNA392905	SAMN07312077	304260957	B Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978941	GSM2692262	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692262	Spleen	SRP110978	C57BL/6	2017-07-03T11:27:00Z	1	B.Sp_2	
SRR5799475	ATAC-seq	75	937487850	PRJNA392905	SAMN07312076	363731286	NKT Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978942	GSM2692263	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692263	Spleen	SRP110978	C57BL/6	2017-07-03T11:37:00Z	1	NKT.Sp_1	
SRR5799476	ATAC-seq	75	908244150	PRJNA392905	SAMN07311972	353095230	NKT Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978943	GSM2692264	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692264	Spleen	SRP110978	C57BL/6	2017-07-03T11:37:00Z	1	NKT.Sp_2	
SRR5799477	ATAC-seq	75	1007989575	PRJNA392905	SAMN07311971	391937924	NKT Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978944	GSM2692265	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692265	Spleen	SRP110978	C57BL/6	2017-07-03T11:39:00Z	1	NKT.LPS.3hr.Sp_1	
SRR5799478	ATAC-seq	75	921226575	PRJNA392905	SAMN07311970	357556033	NKT Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978945	GSM2692266	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692266	Spleen	SRP110978	C57BL/6	2017-07-03T11:37:00Z	1	NKT.LPS.3hr.Sp_2	
SRR5799479	ATAC-seq	75	845142900	PRJNA392905	SAMN07311969	337991255	NKT Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978946	GSM2692267	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692267	Spleen	SRP110978	C57BL/6	2017-07-03T11:34:00Z	1	NKT.LPS.18hr.Sp_1	
SRR5799480	ATAC-seq	75	809350425	PRJNA392905	SAMN07311968	321727015	NKT Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978947	GSM2692268	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692268	Spleen	SRP110978	C57BL/6	2017-07-03T11:35:00Z	1	NKT.LPS.18hr.Sp_2	
SRR5799481	ATAC-seq	75	951403275	PRJNA392905	SAMN07311967	378070432	NKT Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978948	GSM2692269	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692269	Spleen	SRP110978	C57BL/6	2017-07-03T11:37:00Z	1	NKT.LPS.3d.Sp_1	
SRR5799482	ATAC-seq	75	804697500	PRJNA392905	SAMN07311966	318709929	NKT Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978949	GSM2692270	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692270	Spleen	SRP110978	C57BL/6	2017-07-03T11:37:00Z	1	NKT.LPS.3d.Sp_2	
SRR5799483	ATAC-seq	75	1082918175	PRJNA392905	SAMN07311965	414695925	Innate Lymphocytes	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978950	GSM2692271	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692271	Small intestine	SRP110978	C57BL/6	2017-07-03T11:31:00Z	1	ILC2.SI_1	
SRR5799484	ATAC-seq	75	934823550	PRJNA392905	SAMN07311964	362008141	Innate Lymphocytes	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978951	GSM2692272	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692272	Small intestine	SRP110978	C57BL/6	2017-07-03T11:32:00Z	1	ILC2.SI_2	
SRR5799485	ATAC-seq	75	1005196125	PRJNA392905	SAMN07311963	391302321	Innate Lymphocytes	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978952	GSM2692273	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692273	Small intestine	SRP110978	C57BL/6	2017-07-03T11:31:00Z	1	ILC3.NKp46miCCR6mi.SI_1	
SRR5799486	ATAC-seq	75	881330325	PRJNA392905	SAMN07311962	342352394	Innate Lymphocytes	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978953	GSM2692274	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692274	Small intestine	SRP110978	C57BL/6	2017-07-03T11:28:00Z	1	ILC3.NKp46miCCR6mi.SI_2	
SRR5799487	ATAC-seq	75	963786150	PRJNA392905	SAMN07311961	382305839	Innate Lymphocytes	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978954	GSM2692275	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692275	Small intestine	SRP110978	C57BL/6	2017-07-03T11:29:00Z	1	ILC3.CCR6pl.SI_1	
SRR5799488	ATAC-seq	75	832891800	PRJNA392905	SAMN07311960	330523092	Innate Lymphocytes	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978955	GSM2692276	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692276	Small intestine	SRP110978	C57BL/6	2017-07-03T11:30:00Z	1	ILC3.CCR6pl.SI_2	
SRR5799489	ATAC-seq	75	1008748650	PRJNA392905	SAMN07311959	390437332	Innate Lymphocytes	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978956	GSM2692277	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692277	Small intestine	SRP110978	C57BL/6	2017-07-03T11:30:00Z	1	ILC3.NKp46pl.SI_1	
SRR5799490	ATAC-seq	75	966419100	PRJNA392905	SAMN07311958	369513711	Innate Lymphocytes	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978957	GSM2692278	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692278	Small intestine	SRP110978	C57BL/6	2017-07-03T11:30:00Z	1	ILC3.NKp46pl.SI_2	
SRR5799491	ATAC-seq	75	834035625	PRJNA392905	SAMN07311957	327074686	Monocyte	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978958	GSM2692279	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692279	Blood	SRP110978	C57BL/6	2017-07-03T11:33:00Z	1	Mo.6CplIImi.Bl_1	
SRR5799492	ATAC-seq	75	827780925	PRJNA392905	SAMN07311956	327966808	Monocyte	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978959	GSM2692280	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692280	Blood	SRP110978	C57BL/6	2017-07-03T11:34:00Z	1	Mo.6CplIImi.Bl_2	
SRR5799493	ATAC-seq	75	987794250	PRJNA392905	SAMN07312118	388358259	Monocyte	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978960	GSM2692281	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692281	Blood	SRP110978	C57BL/6	2017-07-03T11:35:00Z	1	Mo.6CmiIImi.Bl_1	
SRR5799494	ATAC-seq	75	1015681050	PRJNA392905	SAMN07312117	401857208	Monocyte	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978961	GSM2692282	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692282	Blood	SRP110978	C57BL/6	2017-07-03T11:36:00Z	1	Mo.6CmiIImi.Bl_2	
SRR5799495	ATAC-seq	75	958464900	PRJNA392905	SAMN07312116	377022297	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978962	GSM2692283	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692283	Peritoneal cavity	SRP110978	C57BL/6	2017-07-03T11:30:00Z	1	MF.226plIIpl480lo.PC_1	
SRR5799496	ATAC-seq	75	772177200	PRJNA392905	SAMN07312115	306467647	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978963	GSM2692284	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692284	Peritoneal cavity	SRP110978	C57BL/6	2017-07-03T11:28:00Z	1	MF.226plIIpl480lo.PC_2	
SRR5799497	ATAC-seq	75	1140289950	PRJNA392905	SAMN07312114	452421669	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978964	GSM2692285	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692285	Peritoneal cavity	SRP110978	C57BL/6	2017-07-03T11:33:00Z	1	MF.ICAMpl480hi.PC_1	
SRR5799498	ATAC-seq	75	845318175	PRJNA392905	SAMN07312113	339985879	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978965	GSM2692286	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692286	Peritoneal cavity	SRP110978	C57BL/6	2017-07-03T11:33:00Z	1	MF.ICAMpl480hi.PC_2	
SRR5799499	ATAC-seq	75	952438875	PRJNA392905	SAMN07312112	377988677	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978966	GSM2692287	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692287	Spleen	SRP110978	C57BL/6	2017-07-03T11:36:00Z	1	MF.RP.Sp_1	
SRR5799500	ATAC-seq	75	636189375	PRJNA392905	SAMN07312111	253396861	Macrophage	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978967	GSM2692288	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692288	Spleen	SRP110978	C57BL/6	2017-07-03T11:34:00Z	1	MF.RP.Sp_2	
SRR5799501	ATAC-seq	75	1017725550	PRJNA392905	SAMN07312110	396872476	Dendritic Cell	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2978968	GSM2692289	NextSeq 500	PAIRED	other	GENOMIC	Mus musculus	ILLUMINA	2017-07-05T00:00:00Z	GSM2692289	Spleen	SRP110978	C57BL/6	2017-07-03T11:30:00Z	1	DC.8pl.Sp_1	
