#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
chr1	193447162	193447355	chr1:193447162-193447355	.	.	193447162	193447355	0	1	193	193447161	3
chr10	39946694	39946949	chr10:39946694-39946949	.	.	39946694	39946949	0	1	255	39946691	3
chr8	127963002	127963193	chr8:127963002-127963193	.	.	127963002	127963193	0	1	191	127963001	3
chr9	122214824	122215127	chr9:122214824-122215127	.	.	122214824	122215127	0	1	303	122214823	3
chr2	101991752	101992123	chr2:101991752-101992123	.	.	101991752	101992123	0	1	371	101991751	3
chr2	128090470	128090589	chr2:128090470-128090589	.	.	128090470	128090589	0	1	119	128090469	3
chr3	104643746	104644078	chr3:104643746-104644078	.	.	104643746	104644078	0	1	332	104643745	3
chr1	39102624	39102909	chr1:39102624-39102909	.	.	39102624	39102909	0	1	285	39102621	3
chr18	67966485	67966853	chr18:67966485-67966853	.	.	67966485	67966853	0	1	368	67966479	3
chr7	68324684	68324851	chr7:68324684-68324851	.	.	68324684	68324851	0	1	167	68324678	3
chr15	97252584	97252693	chr15:97252584-97252693	.	.	97252584	97252693	0	1	109	97252575	3
chr11	62761840	62762125	chr11:62761840-62762125	.	.	62761840	62762125	0	1	285	62761834	3
chr10	117919225	117919380	chr10:117919225-117919380	.	.	117919225	117919380	0	1	155	117919224	3
chr1	183266227	183266536	chr1:183266227-183266536	.	.	183266227	183266536	0	1	309	183266226	3
chr7	82971273	82971577	chr7:82971273-82971577	.	.	82971273	82971577	0	1	304	82971265	3
chr12	26184761	26185125	chr12:26184761-26185125	.	.	26184761	26185125	0	1	364	26184759	3
chr12	76886939	76887148	chr12:76886939-76887148	.	.	76886939	76887148	0	1	209	76886932	3
chr8	125427296	125427454	chr8:125427296-125427454	.	.	125427296	125427454	0	1	158	125427295	3
chr18	81863875	81864169	chr18:81863875-81864169	.	.	81863875	81864169	0	1	294	81863867	3
chr11	11640827	11641030	chr11:11640827-11641030	.	.	11640827	11641030	0	1	203	11640826	3
chr6	114899700	114900054	chr6:114899700-114900054	.	.	114899700	114900054	0	1	354	114899699	3
chr10	75105919	75106191	chr10:75105919-75106191	.	.	75105919	75106191	0	1	272	75105912	3
chr5	142018121	142018343	chr5:142018121-142018343	.	.	142018121	142018343	0	1	222	142018120	3
chr8	25621649	25621971	chr8:25621649-25621971	.	.	25621649	25621971	0	1	322	25621647	3
chr5	144937261	144937466	chr5:144937261-144937466	.	.	144937261	144937466	0	1	205	144937260	3
chr16	23262332	23262426	chr16:23262332-23262426	.	.	23262332	23262426	0	1	94	23262330	3
chr10	115786912	115787152	chr10:115786912-115787152	.	.	115786912	115787152	0	1	240	115786911	3
chr3	68969212	68969484	chr3:68969212-68969484	.	.	68969212	68969484	0	1	272	68969206	3
chr6	72952932	72953249	chr6:72952932-72953249	.	.	72952932	72953249	0	1	317	72952925	3
chr3	27970073	27970401	chr3:27970073-27970401	.	.	27970073	27970401	0	1	328	27970071	3
chr4	134998031	134998382	chr4:134998031-134998382	.	.	134998031	134998382	0	1	351	134998030	3
chr10	95195840	95196177	chr10:95195840-95196177	.	.	95195840	95196177	0	1	337	95195831	3
chrX	167359670	167360012	chrX:167359670-167360012	.	.	167359670	167360012	0	1	342	167359669	3
chr18	75682132	75682379	chr18:75682132-75682379	.	.	75682132	75682379	0	1	247	75682125	3
chr13	10070891	10071154	chr13:10070891-10071154	.	.	10070891	10071154	0	1	263	10070890	3
chr4	135501769	135501879	chr4:135501769-135501879	.	.	135501769	135501879	0	1	110	135501768	3
chr9	118387790	118388074	chr9:118387790-118388074	.	.	118387790	118388074	0	1	284	118387789	3
chr2	52339871	52340200	chr2:52339871-52340200	.	.	52339871	52340200	0	1	329	52339866	3
chr9	88721990	88722080	chr9:88721990-88722080	.	.	88721990	88722080	0	1	90	88721982	3
chr6	127956457	127956793	chr6:127956457-127956793	.	.	127956457	127956793	0	1	336	127956456	3
chr2	17365174	17365490	chr2:17365174-17365490	.	.	17365174	17365490	0	1	316	17365173	3
chr6	140684397	140684737	chr6:140684397-140684737	.	.	140684397	140684737	0	1	340	140684396	3
chr1	11229418	11229591	chr1:11229418-11229591	.	.	11229418	11229591	0	1	173	11229417	3
chr1	15850814	15850971	chr1:15850814-15850971	.	.	15850814	15850971	0	1	157	15850813	3
chr6	146515806	146516119	chr6:146515806-146516119	.	.	146515806	146516119	0	1	313	146515805	3
chr19	37559489	37559588	chr19:37559489-37559588	.	.	37559489	37559588	0	1	99	37559486	3
chr14	71075703	71075999	chr14:71075703-71075999	.	.	71075703	71075999	0	1	296	71075696	3
chr15	31137530	31137700	chr15:31137530-31137700	.	.	31137530	31137700	0	1	170	31137527	3
chr3	38805479	38805788	chr3:38805479-38805788	.	.	38805479	38805788	0	1	309	38805476	3
chr5	107101189	107101520	chr5:107101189-107101520	.	.	107101189	107101520	0	1	331	107101188	3
chr2	157744632	157744988	chr2:157744632-157744988	.	.	157744632	157744988	0	1	356	157744631	3
chr6	142934738	142935011	chr6:142934738-142935011	.	.	142934738	142935011	0	1	273	142934737	3
chr13	49267724	49268039	chr13:49267724-49268039	.	.	49267724	49268039	0	1	315	49267720	3
chr6	128006130	128006467	chr6:128006130-128006467	.	.	128006130	128006467	0	1	337	128006129	3
chr6	99655681	99656022	chr6:99655681-99656022	.	.	99655681	99656022	0	1	341	99655672	3
chr14	15272405	15272714	chr14:15272405-15272714	.	.	15272405	15272714	0	1	309	15272404	3
chr14	122806911	122807067	chr14:122806911-122807067	.	.	122806911	122807067	0	1	156	122806910	3
chr5	103911696	103911898	chr5:103911696-103911898	.	.	103911696	103911898	0	1	202	103911695	3
chr11	53128642	53128892	chr11:53128642-53128892	.	.	53128642	53128892	0	1	250	53128637	3
chr12	4454371	4454715	chr12:4454371-4454715	.	.	4454371	4454715	0	1	344	4454367	3
chr14	18021834	18022065	chr14:18021834-18022065	.	.	18021834	18022065	0	1	231	18021833	3
chr14	75301199	75301461	chr14:75301199-75301461	.	.	75301199	75301461	0	1	262	75301192	3
chr9	14876303	14876411	chr9:14876303-14876411	.	.	14876303	14876411	0	1	108	14876302	3
chr1	166793105	166793398	chr1:166793105-166793398	.	.	166793105	166793398	0	1	293	166793104	3
chr6	136849080	136849386	chr6:136849080-136849386	.	.	136849080	136849386	0	1	306	136849079	3
chr9	115854228	115854584	chr9:115854228-115854584	.	.	115854228	115854584	0	1	356	115854227	3
chr10	41638827	41639072	chr10:41638827-41639072	.	.	41638827	41639072	0	1	245	41638823	3
chr12	104550326	104550571	chr12:104550326-104550571	.	.	104550326	104550571	0	1	245	104550325	3
chr6	6149298	6149641	chr6:6149298-6149641	.	.	6149298	6149641	0	1	343	6149292	3
chr7	48938224	48938460	chr7:48938224-48938460	.	.	48938224	48938460	0	1	236	48938220	3
chr1	191375706	191376026	chr1:191375706-191376026	.	.	191375706	191376026	0	1	320	191375705	3
chr9	121162923	121163100	chr9:121162923-121163100	.	.	121162923	121163100	0	1	177	121162922	3
chr10	84829083	84829433	chr10:84829083-84829433	.	.	84829083	84829433	0	1	350	84829075	3
chr2	22784910	22785084	chr2:22784910-22785084	.	.	22784910	22785084	0	1	174	22784908	3
chr16	32976103	32976246	chr16:32976103-32976246	.	.	32976103	32976246	0	1	143	32976100	3
chr19	34860106	34860335	chr19:34860106-34860335	.	.	34860106	34860335	0	1	229	34860103	3
chr5	136449743	136450015	chr5:136449743-136450015	.	.	136449743	136450015	0	1	272	136449742	3
chr17	73305747	73306098	chr17:73305747-73306098	.	.	73305747	73306098	0	1	351	73305740	3
chr13	28557078	28557435	chr13:28557078-28557435	.	.	28557078	28557435	0	1	357	28557076	3
chr8	82759165	82759567	chr8:82759165-82759567	.	.	82759165	82759567	0	1	402	82759157	3
chr13	51950241	51950560	chr13:51950241-51950560	.	.	51950241	51950560	0	1	319	51950236	3
chr2	154826315	154826414	chr2:154826315-154826414	.	.	154826315	154826414	0	1	99	154826314	3
chr14	64213065	64213398	chr14:64213065-64213398	.	.	64213065	64213398	0	1	333	64213059	3
chr13	56765462	56765728	chr13:56765462-56765728	.	.	56765462	56765728	0	1	266	56765457	3
chr18	70911112	70911195	chr18:70911112-70911195	.	.	70911112	70911195	0	1	83	70911105	3
chr11	114238318	114238675	chr11:114238318-114238675	.	.	114238318	114238675	0	1	357	114238317	3
chr5	21735574	21735821	chr5:21735574-21735821	.	.	21735574	21735821	0	1	247	21735572	3
chrX	48046286	48046646	chrX:48046286-48046646	.	.	48046286	48046646	0	1	360	48046282	3
chr9	14657995	14658296	chr9:14657995-14658296	.	.	14657995	14658296	0	1	301	14657994	3
chr10	118829722	118829978	chr10:118829722-118829978	.	.	118829722	118829978	0	1	256	118829721	3
chr8	114957193	114957479	chr8:114957193-114957479	.	.	114957193	114957479	0	1	286	114957192	3
chr8	10925729	10925986	chr8:10925729-10925986	.	.	10925729	10925986	0	1	257	10925728	3
chr1	121453736	121454046	chr1:121453736-121454046	.	.	121453736	121454046	0	1	310	121453735	3
chrX	166304417	166304756	chrX:166304417-166304756	.	.	166304417	166304756	0	1	339	166304416	3
chr18	32292852	32292970	chr18:32292852-32292970	.	.	32292852	32292970	0	1	118	32292849	3
chr7	76353508	76353767	chr7:76353508-76353767	.	.	76353508	76353767	0	1	259	76353501	3
chr7	118275190	118275540	chr7:118275190-118275540	.	.	118275190	118275540	0	1	350	118275189	3
chr4	34701579	34701894	chr4:34701579-34701894	.	.	34701579	34701894	0	1	315	34701576	3
chr2	139925175	139925363	chr2:139925175-139925363	.	.	139925175	139925363	0	1	188	139925174	3
chr13	96377942	96378277	chr13:96377942-96378277	.	.	96377942	96378277	0	1	335	96377933	3
chr6	15739220	15739555	chr6:15739220-15739555	.	.	15739220	15739555	0	1	335	15739219	3
chr7	49689613	49689901	chr7:49689613-49689901	.	.	49689613	49689901	0	1	288	49689609	3
chr10	41752240	41752446	chr10:41752240-41752446	.	.	41752240	41752446	0	1	206	41752236	3
chrX	151028300	151028563	chrX:151028300-151028563	.	.	151028300	151028563	0	1	263	151028299	3
chr11	32474885	32475000	chr11:32474885-32475000	.	.	32474885	32475000	0	1	115	32474882	3
chr1	90505658	90505880	chr1:90505658-90505880	.	.	90505658	90505880	0	1	222	90505649	3
chr12	32900987	32901366	chr12:32900987-32901366	.	.	32900987	32901366	0	1	379	32900984	3
chr4	21407977	21408097	chr4:21407977-21408097	.	.	21407977	21408097	0	1	120	21407975	3
chr3	9440970	9441204	chr3:9440970-9441204	.	.	9440970	9441204	0	1	234	9440961	3
chr3	84367238	84367508	chr3:84367238-84367508	.	.	84367238	84367508	0	1	270	84367230	3
chr17	79415370	79415755	chr17:79415370-79415755	.	.	79415370	79415755	0	1	385	79415363	3
chr10	89521977	89522165	chr10:89521977-89522165	.	.	89521977	89522165	0	1	188	89521969	3
chr11	65751059	65751378	chr11:65751059-65751378	.	.	65751059	65751378	0	1	319	65751053	3
chr1	180314847	180315076	chr1:180314847-180315076	.	.	180314847	180315076	0	1	229	180314846	3
chr10	100654180	100654484	chr10:100654180-100654484	.	.	100654180	100654484	0	1	304	100654179	3
chr14	122812339	122812471	chr14:122812339-122812471	.	.	122812339	122812471	0	1	132	122812338	3
chr12	107380703	107381023	chr12:107380703-107381023	.	.	107380703	107381023	0	1	320	107380702	3
chr7	31130943	31131064	chr7:31130943-31131064	.	.	31130943	31131064	0	1	121	31130940	3
chr14	121354036	121354318	chr14:121354036-121354318	.	.	121354036	121354318	0	1	282	121354035	3
chr6	135215073	135215303	chr6:135215073-135215303	.	.	135215073	135215303	0	1	230	135215072	3
chr5	99828560	99828881	chr5:99828560-99828881	.	.	99828560	99828881	0	1	321	99828551	3
chr7	114740827	114741063	chr7:114740827-114741063	.	.	114740827	114741063	0	1	236	114740826	3
chr5	115091769	115092105	chr5:115091769-115092105	.	.	115091769	115092105	0	1	336	115091768	3
chr7	140264745	140264968	chr7:140264745-140264968	.	.	140264745	140264968	0	1	223	140264744	3
chr1	182718778	182718986	chr1:182718778-182718986	.	.	182718778	182718986	0	1	208	182718777	3
chr10	95418739	95418985	chr10:95418739-95418985	.	.	95418739	95418985	0	1	246	95418730	3
chr7	118499181	118499500	chr7:118499181-118499500	.	.	118499181	118499500	0	1	319	118499180	3
chr13	55103044	55103319	chr13:55103044-55103319	.	.	55103044	55103319	0	1	275	55103039	3
chr8	77623744	77624025	chr8:77623744-77624025	.	.	77623744	77624025	0	1	281	77623737	3
chr1	189080910	189081266	chr1:189080910-189081266	.	.	189080910	189081266	0	1	356	189080909	3
chr8	127882630	127882805	chr8:127882630-127882805	.	.	127882630	127882805	0	1	175	127882629	3
chr16	30453695	30453777	chr16:30453695-30453777	.	.	30453695	30453777	0	1	82	30453692	3
chr9	116192354	116192613	chr9:116192354-116192613	.	.	116192354	116192613	0	1	259	116192353	3
chr10	5188248	5188468	chr10:5188248-5188468	.	.	5188248	5188468	0	1	220	5188243	3
chr17	40892361	40892710	chr17:40892361-40892710	.	.	40892361	40892710	0	1	349	40892357	3
chr5	147475348	147475670	chr5:147475348-147475670	.	.	147475348	147475670	0	1	322	147475347	3
chr1	172623656	172623850	chr1:172623656-172623850	.	.	172623656	172623850	0	1	194	172623655	3
chr8	125293582	125293764	chr8:125293582-125293764	.	.	125293582	125293764	0	1	182	125293581	3
chr15	62546674	62546983	chr15:62546674-62546983	.	.	62546674	62546983	0	1	309	62546668	3
chr3	32660871	32661002	chr3:32660871-32661002	.	.	32660871	32661002	0	1	131	32660868	3
chr7	76282790	76283094	chr7:76282790-76283094	.	.	76282790	76283094	0	1	304	76282783	3
chr12	92716324	92716614	chr12:92716324-92716614	.	.	92716324	92716614	0	1	290	92716315	3
chr3	105627320	105627684	chr3:105627320-105627684	.	.	105627320	105627684	0	1	364	105627319	3
chr5	119885538	119885865	chr5:119885538-119885865	.	.	119885538	119885865	0	1	327	119885537	3
chr18	6199112	6199391	chr18:6199112-6199391	.	.	6199112	6199391	0	1	279	6199106	3
chr14	27372996	27373137	chr14:27372996-27373137	.	.	27372996	27373137	0	1	141	27372994	3
chr1	61084699	61085051	chr1:61084699-61085051	.	.	61084699	61085051	0	1	352	61084693	3
chr3	127926879	127927228	chr3:127926879-127927228	.	.	127926879	127927228	0	1	349	127926878	3
chr9	96698082	96698332	chr9:96698082-96698332	.	.	96698082	96698332	0	1	250	96698073	3
chrX	50789666	50789986	chrX:50789666-50789986	.	.	50789666	50789986	0	1	320	50789661	3
chr8	126654582	126654919	chr8:126654582-126654919	.	.	126654582	126654919	0	1	337	126654581	3
chr10	118751552	118751876	chr10:118751552-118751876	.	.	118751552	118751876	0	1	324	118751551	3
chr17	83609612	83609952	chr17:83609612-83609952	.	.	83609612	83609952	0	1	340	83609604	3
chr1	159805909	159806238	chr1:159805909-159806238	.	.	159805909	159806238	0	1	329	159805908	3
chr11	5575126	5575256	chr11:5575126-5575256	.	.	5575126	5575256	0	1	130	5575121	3
chr6	143104318	143104692	chr6:143104318-143104692	.	.	143104318	143104692	0	1	374	143104317	3
chr7	64043771	64044040	chr7:64043771-64044040	.	.	64043771	64044040	0	1	269	64043765	3
chr4	103343342	103343658	chr4:103343342-103343658	.	.	103343342	103343658	0	1	316	103343341	3
chr7	58705271	58705564	chr7:58705271-58705564	.	.	58705271	58705564	0	1	293	58705266	3
chr18	89193405	89193906	chr18:89193405-89193906	.	.	89193405	89193906	0	1	501	89193397	3
chr8	61448931	61449230	chr8:61448931-61449230	.	.	61448931	61449230	0	1	299	61448925	3
chr2	128922034	128922368	chr2:128922034-128922368	.	.	128922034	128922368	0	1	334	128922033	3
chr9	96427472	96427772	chr9:96427472-96427772	.	.	96427472	96427772	0	1	300	96427463	3
chr14	120685916	120686234	chr14:120685916-120686234	.	.	120685916	120686234	0	1	318	120685915	3
chr13	82772061	82772338	chr13:82772061-82772338	.	.	82772061	82772338	0	1	277	82772053	3
chr5	116116742	116117054	chr5:116116742-116117054	.	.	116116742	116117054	0	1	312	116116741	3
chr11	58018473	58018595	chr11:58018473-58018595	.	.	58018473	58018595	0	1	122	58018468	3
chr19	59382515	59382793	chr19:59382515-59382793	.	.	59382515	59382793	0	1	278	59382510	3
chr19	27124245	27124559	chr19:27124245-27124559	.	.	27124245	27124559	0	1	314	27124243	3
chr2	14851436	14851802	chr2:14851436-14851802	.	.	14851436	14851802	0	1	366	14851435	3
chr10	89521863	89521940	chr10:89521863-89521940	.	.	89521863	89521940	0	1	77	89521855	3
chr8	128225154	128225426	chr8:128225154-128225426	.	.	128225154	128225426	0	1	272	128225153	3
chr11	55145724	55145998	chr11:55145724-55145998	.	.	55145724	55145998	0	1	274	55145719	3
chr5	116113586	116113678	chr5:116113586-116113678	.	.	116113586	116113678	0	1	92	116113585	3
chr8	127909635	127909944	chr8:127909635-127909944	.	.	127909635	127909944	0	1	309	127909634	3
chr6	74359779	74360036	chr6:74359779-74360036	.	.	74359779	74360036	0	1	257	74359772	3
chr1	118440582	118440993	chr1:118440582-118440993	.	.	118440582	118440993	0	1	411	118440581	3
chr11	64085971	64086235	chr11:64085971-64086235	.	.	64085971	64086235	0	1	264	64085965	3
chr15	68192421	68192712	chr15:68192421-68192712	.	.	68192421	68192712	0	1	291	68192415	3
chr13	91792127	91792402	chr13:91792127-91792402	.	.	91792127	91792402	0	1	275	91792118	3
chr19	9939897	9940190	chr19:9939897-9940190	.	.	9939897	9940190	0	1	293	9939888	3
chr4	44104617	44104949	chr4:44104617-44104949	.	.	44104617	44104949	0	1	332	44104613	3
chr1	22099615	22099944	chr1:22099615-22099944	.	.	22099615	22099944	0	1	329	22099613	3
chr13	28541622	28541949	chr13:28541622-28541949	.	.	28541622	28541949	0	1	327	28541620	3
chr16	64987201	64987389	chr16:64987201-64987389	.	.	64987201	64987389	0	1	188	64987195	3
chr6	145601241	145601402	chr6:145601241-145601402	.	.	145601241	145601402	0	1	161	145601240	3
chr12	54566079	54566420	chr12:54566079-54566420	.	.	54566079	54566420	0	1	341	54566074	3
chr10	116434813	116435018	chr10:116434813-116435018	.	.	116434813	116435018	0	1	205	116434812	3
chr9	112244698	112244936	chr9:112244698-112244936	.	.	112244698	112244936	0	1	238	112244697	3
chr11	11826516	11826866	chr11:11826516-11826866	.	.	11826516	11826866	0	1	350	11826515	3
chr2	122716383	122716695	chr2:122716383-122716695	.	.	122716383	122716695	0	1	312	122716382	3
chr8	111923632	111923754	chr8:111923632-111923754	.	.	111923632	111923754	0	1	122	111923631	3
chr11	6591317	6591638	chr11:6591317-6591638	.	.	6591317	6591638	0	1	321	6591311	3
chr1	191520616	191520925	chr1:191520616-191520925	.	.	191520616	191520925	0	1	309	191520615	3
chr9	120342322	120342667	chr9:120342322-120342667	.	.	120342322	120342667	0	1	345	120342321	3
chr6	91172406	91172758	chr6:91172406-91172758	.	.	91172406	91172758	0	1	352	91172397	3
chr13	28856516	28856776	chr13:28856516-28856776	.	.	28856516	28856776	0	1	260	28856514	3
chr10	70186129	70186372	chr10:70186129-70186372	.	.	70186129	70186372	0	1	243	70186122	3
chr12	107500594	107500832	chr12:107500594-107500832	.	.	107500594	107500832	0	1	238	107500593	3
chr17	87958320	87958518	chr17:87958320-87958518	.	.	87958320	87958518	0	1	198	87958312	3
chr16	94687046	94687340	chr16:94687046-94687340	.	.	94687046	94687340	0	1	294	94687037	3
chr7	58328402	58328708	chr7:58328402-58328708	.	.	58328402	58328708	0	1	306	58328397	3
chr14	99416952	99417262	chr14:99416952-99417262	.	.	99416952	99417262	0	1	310	99416943	3
chr3	143694837	143695158	chr3:143694837-143695158	.	.	143694837	143695158	0	1	321	143694836	3
chr8	120867471	120867778	chr8:120867471-120867778	.	.	120867471	120867778	0	1	307	120867470	3
chr10	85377769	85378070	chr10:85377769-85378070	.	.	85377769	85378070	0	1	301	85377761	3
chr7	96709277	96709621	chr7:96709277-96709621	.	.	96709277	96709621	0	1	344	96709268	3
chr8	116498661	116499019	chr8:116498661-116499019	.	.	116498661	116499019	0	1	358	116498660	3
chr14	120583881	120584064	chr14:120583881-120584064	.	.	120583881	120584064	0	1	183	120583880	3
chr8	116480971	116481155	chr8:116480971-116481155	.	.	116480971	116481155	0	1	184	116480970	3
chr14	33228608	33228937	chr14:33228608-33228937	.	.	33228608	33228937	0	1	329	33228605	3
chr5	120094739	120095120	chr5:120094739-120095120	.	.	120094739	120095120	0	1	381	120094738	3
chr7	118079992	118080313	chr7:118079992-118080313	.	.	118079992	118080313	0	1	321	118079991	3
chr7	117710340	117710463	chr7:117710340-117710463	.	.	117710340	117710463	0	1	123	117710339	3
chr9	32185532	32185697	chr9:32185532-32185697	.	.	32185532	32185697	0	1	165	32185529	3
chr8	10872219	10872348	chr8:10872219-10872348	.	.	10872219	10872348	0	1	129	10872218	3
chr10	24436696	24436881	chr10:24436696-24436881	.	.	24436696	24436881	0	1	185	24436694	3
chr1	57906652	57907000	chr1:57906652-57907000	.	.	57906652	57907000	0	1	348	57906647	3
chr2	13192099	13192447	chr2:13192099-13192447	.	.	13192099	13192447	0	1	348	13192098	3
chr2	135996204	135996393	chr2:135996204-135996393	.	.	135996204	135996393	0	1	189	135996203	3
chr12	54196898	54197228	chr12:54196898-54197228	.	.	54196898	54197228	0	1	330	54196893	3
chr13	108056938	108057295	chr13:108056938-108057295	.	.	108056938	108057295	0	1	357	108056937	3
chr17	63822745	63823002	chr17:63822745-63823002	.	.	63822745	63823002	0	1	257	63822739	3
chr17	48509716	48509874	chr17:48509716-48509874	.	.	48509716	48509874	0	1	158	48509712	3
chr7	110709503	110709846	chr7:110709503-110709846	.	.	110709503	110709846	0	1	343	110709502	3
chr8	68830948	68831222	chr8:68830948-68831222	.	.	68830948	68831222	0	1	274	68830942	3
chr15	3290533	3290881	chr15:3290533-3290881	.	.	3290533	3290881	0	1	348	3290530	3
chr12	16829948	16830031	chr12:16829948-16830031	.	.	16829948	16830031	0	1	83	16829947	3
chr6	61238581	61238869	chr6:61238581-61238869	.	.	61238581	61238869	0	1	288	61238575	3
chr6	144546224	144546556	chr6:144546224-144546556	.	.	144546224	144546556	0	1	332	144546223	3
chr19	36521446	36521670	chr19:36521446-36521670	.	.	36521446	36521670	0	1	224	36521443	3
chr15	50512835	50513187	chr15:50512835-50513187	.	.	50512835	50513187	0	1	352	50512830	3
chr6	6132035	6132399	chr6:6132035-6132399	.	.	6132035	6132399	0	1	364	6132029	3
chr13	32076889	32077111	chr13:32076889-32077111	.	.	32076889	32077111	0	1	222	32076886	3
chr19	24611695	24611997	chr19:24611695-24611997	.	.	24611695	24611997	0	1	302	24611693	3
chr10	88037463	88037760	chr10:88037463-88037760	.	.	88037463	88037760	0	1	297	88037455	3
chr4	84691919	84692086	chr4:84691919-84692086	.	.	84691919	84692086	0	1	167	84691911	3
chr2	178718209	178718453	chr2:178718209-178718453	.	.	178718209	178718453	0	1	244	178718208	3
chr12	32161129	32161444	chr12:32161129-32161444	.	.	32161129	32161444	0	1	315	32161126	3
chr6	5094579	5094714	chr6:5094579-5094714	.	.	5094579	5094714	0	1	135	5094574	3
chr1	184101832	184101959	chr1:184101832-184101959	.	.	184101832	184101959	0	1	127	184101831	3
chr16	12904881	12905201	chr16:12904881-12905201	.	.	12904881	12905201	0	1	320	12904880	3
chr15	25571961	25572198	chr15:25571961-25572198	.	.	25571961	25572198	0	1	237	25571959	3
chr14	56655142	56655450	chr14:56655142-56655450	.	.	56655142	56655450	0	1	308	56655137	3
chr1	121842389	121842732	chr1:121842389-121842732	.	.	121842389	121842732	0	1	343	121842388	3
chr8	26477154	26477497	chr8:26477154-26477497	.	.	26477154	26477497	0	1	343	26477152	3
chr3	37180187	37180420	chr3:37180187-37180420	.	.	37180187	37180420	0	1	233	37180184	3
chr16	60269099	60269453	chr16:60269099-60269453	.	.	60269099	60269453	0	1	354	60269093	3
chr8	68294651	68294709	chr8:68294651-68294709	.	.	68294651	68294709	0	1	58	68294645	3
chr6	148705844	148706157	chr6:148705844-148706157	.	.	148705844	148706157	0	1	313	148705843	3
chr1	85928670	85928923	chr1:85928670-85928923	.	.	85928670	85928923	0	1	253	85928662	3
chr4	56065422	56065765	chr4:56065422-56065765	.	.	56065422	56065765	0	1	343	56065417	3
chr4	98052921	98053245	chr4:98052921-98053245	.	.	98052921	98053245	0	1	324	98052912	3
chr16	97216203	97216530	chr16:97216203-97216530	.	.	97216203	97216530	0	1	327	97216194	3
chr4	148487403	148487698	chr4:148487403-148487698	.	.	148487403	148487698	0	1	295	148487402	3
chr2	166424145	166424313	chr2:166424145-166424313	.	.	166424145	166424313	0	1	168	166424144	3
chr4	45678608	45678811	chr4:45678608-45678811	.	.	45678608	45678811	0	1	203	45678604	3
chr2	101569341	101569584	chr2:101569341-101569584	.	.	101569341	101569584	0	1	243	101569340	3
chr13	114312209	114312437	chr13:114312209-114312437	.	.	114312209	114312437	0	1	228	114312208	3
chr2	112566411	112566698	chr2:112566411-112566698	.	.	112566411	112566698	0	1	287	112566410	3
chr17	51512394	51512674	chr17:51512394-51512674	.	.	51512394	51512674	0	1	280	51512389	3
chr17	64493026	64493305	chr17:64493026-64493305	.	.	64493026	64493305	0	1	279	64493020	3
chr3	22311191	22311534	chr3:22311191-22311534	.	.	22311191	22311534	0	1	343	22311189	3
chr11	53085542	53085861	chr11:53085542-53085861	.	.	53085542	53085861	0	1	319	53085537	3
chr10	50738030	50738201	chr10:50738030-50738201	.	.	50738030	50738201	0	1	171	50738025	3
chr1	40290754	40290937	chr1:40290754-40290937	.	.	40290754	40290937	0	1	183	40290750	3
chr5	106274692	106274990	chr5:106274692-106274990	.	.	106274692	106274990	0	1	298	106274691	3
chr14	78865747	78866034	chr14:78865747-78866034	.	.	78865747	78866034	0	1	287	78865740	3
chr7	46291786	46292098	chr7:46291786-46292098	.	.	46291786	46292098	0	1	312	46291782	3
chr14	69944672	69944960	chr14:69944672-69944960	.	.	69944672	69944960	0	1	288	69944666	3
chr13	6487864	6488172	chr13:6487864-6488172	.	.	6487864	6488172	0	1	308	6487858	3
chr6	115433436	115433757	chr6:115433436-115433757	.	.	115433436	115433757	0	1	321	115433435	3
chr9	105887599	105887887	chr9:105887599-105887887	.	.	105887599	105887887	0	1	288	105887598	3
chr8	113694527	113694868	chr8:113694527-113694868	.	.	113694527	113694868	0	1	341	113694526	3
chr3	101304223	101304574	chr3:101304223-101304574	.	.	101304223	101304574	0	1	351	101304222	3
chr15	6468999	6469334	chr15:6468999-6469334	.	.	6468999	6469334	0	1	335	6468993	3
chr10	86163123	86163487	chr10:86163123-86163487	.	.	86163123	86163487	0	1	364	86163115	3
chr14	61995459	61995576	chr14:61995459-61995576	.	.	61995459	61995576	0	1	117	61995453	3
chr14	118467963	118468301	chr14:118467963-118468301	.	.	118467963	118468301	0	1	338	118467962	3
chr8	113548539	113548887	chr8:113548539-113548887	.	.	113548539	113548887	0	1	348	113548538	3
chr3	54556084	54556435	chr3:54556084-54556435	.	.	54556084	54556435	0	1	351	54556079	3
chr3	149452329	149452623	chr3:149452329-149452623	.	.	149452329	149452623	0	1	294	149452328	3
chr18	57725152	57725472	chr18:57725152-57725472	.	.	57725152	57725472	0	1	320	57725147	3
chr10	95690808	95691101	chr10:95690808-95691101	.	.	95690808	95691101	0	1	293	95690799	3
chr1	153566322	153566646	chr1:153566322-153566646	.	.	153566322	153566646	0	1	324	153566321	3
chr5	135898161	135898264	chr5:135898161-135898264	.	.	135898161	135898264	0	1	103	135898160	3
chr14	120584336	120584637	chr14:120584336-120584637	.	.	120584336	120584637	0	1	301	120584335	3
chr17	13674989	13675318	chr17:13674989-13675318	.	.	13674989	13675318	0	1	329	13674988	3
chr13	100570908	100571091	chr13:100570908-100571091	.	.	100570908	100571091	0	1	183	100570907	3
chr12	112448586	112448891	chr12:112448586-112448891	.	.	112448586	112448891	0	1	305	112448585	3
