#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
chr4	88726846	88727048	chr4:88726846-88727048	.	.	88726846	88727048	0	1	202	88726838	2
chr13	23910869	23910942	chr13:23910869-23910942	.	.	23910869	23910942	0	1	73	23910867	2
chr11	16623819	16624150	chr11:16623819-16624150	.	.	16623819	16624150	0	1	331	16623818	2
chr4	109887833	109888147	chr4:109887833-109888147	.	.	109887833	109888147	0	1	314	109887832	2
chr11	88244021	88244327	chr11:88244021-88244327	.	.	88244021	88244327	0	1	306	88244013	2
chr18	55362736	55362995	chr18:55362736-55362995	.	.	55362736	55362995	0	1	259	55362731	2
chr15	8418561	8418884	chr15:8418561-8418884	.	.	8418561	8418884	0	1	323	8418553	2
chr8	85408304	85408613	chr8:85408304-85408613	.	.	85408304	85408613	0	1	309	85408296	2
chr19	25551264	25551551	chr19:25551264-25551551	.	.	25551264	25551551	0	1	287	25551262	2
chr8	106415963	106416043	chr8:106415963-106416043	.	.	106415963	106416043	0	1	80	106415962	2
chr9	103652066	103652323	chr9:103652066-103652323	.	.	103652066	103652323	0	1	257	103652065	2
chr1	36138235	36138528	chr1:36138235-36138528	.	.	36138235	36138528	0	1	293	36138232	2
chr8	33990058	33990438	chr8:33990058-33990438	.	.	33990058	33990438	0	1	380	33990055	2
chr11	68770083	68770389	chr11:68770083-68770389	.	.	68770083	68770389	0	1	306	68770077	2
chr1	35765732	35766087	chr1:35765732-35766087	.	.	35765732	35766087	0	1	355	35765729	2
chr3	129529392	129529579	chr3:129529392-129529579	.	.	129529392	129529579	0	1	187	129529391	2
chr12	16903859	16904223	chr12:16903859-16904223	.	.	16903859	16904223	0	1	364	16903858	2
chr4	58712915	58713222	chr4:58712915-58713222	.	.	58712915	58713222	0	1	307	58712910	2
chr6	108910881	108911189	chr6:108910881-108911189	.	.	108910881	108911189	0	1	308	108910880	2
chr18	34138632	34138858	chr18:34138632-34138858	.	.	34138632	34138858	0	1	226	34138629	2
chr6	35432242	35432590	chr6:35432242-35432590	.	.	35432242	35432590	0	1	348	35432239	2
chr13	42076979	42077343	chr13:42076979-42077343	.	.	42076979	42077343	0	1	364	42076975	2
chr19	41250869	41251165	chr19:41250869-41251165	.	.	41250869	41251165	0	1	296	41250865	2
chr3	89490718	89491051	chr3:89490718-89491051	.	.	89490718	89491051	0	1	333	89490710	2
chr1	125382774	125382885	chr1:125382774-125382885	.	.	125382774	125382885	0	1	111	125382773	2
chr12	69399976	69400108	chr12:69399976-69400108	.	.	69399976	69400108	0	1	132	69399970	2
chr10	85655115	85655473	chr10:85655115-85655473	.	.	85655115	85655473	0	1	358	85655107	2
chr10	4484995	4485268	chr10:4484995-4485268	.	.	4484995	4485268	0	1	273	4484991	2
chr11	117414096	117414414	chr11:117414096-117414414	.	.	117414096	117414414	0	1	318	117414095	2
chr3	131048225	131048539	chr3:131048225-131048539	.	.	131048225	131048539	0	1	314	131048224	2
chr18	67249811	67250177	chr18:67249811-67250177	.	.	67249811	67250177	0	1	366	67249805	2
chr13	17827326	17827664	chr13:17827326-17827664	.	.	17827326	17827664	0	1	338	17827325	2
chr3	81112496	81112866	chr3:81112496-81112866	.	.	81112496	81112866	0	1	370	81112488	2
chr14	8127962	8128253	chr14:8127962-8128253	.	.	8127962	8128253	0	1	291	8127954	2
chr2	166263460	166263798	chr2:166263460-166263798	.	.	166263460	166263798	0	1	338	166263459	2
chr13	32826053	32826245	chr13:32826053-32826245	.	.	32826053	32826245	0	1	192	32826050	2
chr1	183200366	183200720	chr1:183200366-183200720	.	.	183200366	183200720	0	1	354	183200365	2
chr15	25680630	25680974	chr15:25680630-25680974	.	.	25680630	25680974	0	1	344	25680628	2
chr13	82496729	82497067	chr13:82496729-82497067	.	.	82496729	82497067	0	1	338	82496721	2
chr15	59397327	59397661	chr15:59397327-59397661	.	.	59397327	59397661	0	1	334	59397322	2
chr14	64520686	64521031	chr14:64520686-64521031	.	.	64520686	64521031	0	1	345	64520680	2
chr14	118794273	118794526	chr14:118794273-118794526	.	.	118794273	118794526	0	1	253	118794272	2
chr2	10311798	10312188	chr2:10311798-10312188	.	.	10311798	10312188	0	1	390	10311797	2
chr18	80544401	80544650	chr18:80544401-80544650	.	.	80544401	80544650	0	1	249	80544393	2
chr19	16637447	16637815	chr19:16637447-16637815	.	.	16637447	16637815	0	1	368	16637446	2
chr6	137472995	137473325	chr6:137472995-137473325	.	.	137472995	137473325	0	1	330	137472994	2
chr6	37694872	37695174	chr6:37694872-37695174	.	.	37694872	37695174	0	1	302	37694869	2
chrX	78593136	78593361	chrX:78593136-78593361	.	.	78593136	78593361	0	1	225	78593129	2
chr14	15796099	15796392	chr14:15796099-15796392	.	.	15796099	15796392	0	1	293	15796098	2
chr13	3514078	3514304	chr13:3514078-3514304	.	.	3514078	3514304	0	1	226	3514075	2
chr10	95428376	95428680	chr10:95428376-95428680	.	.	95428376	95428680	0	1	304	95428367	2
chr7	135511699	135512032	chr7:135511699-135512032	.	.	135511699	135512032	0	1	333	135511698	2
chr8	35626800	35627133	chr8:35626800-35627133	.	.	35626800	35627133	0	1	333	35626797	2
chr13	112016399	112016766	chr13:112016399-112016766	.	.	112016399	112016766	0	1	367	112016398	2
chr17	5746382	5746702	chr17:5746382-5746702	.	.	5746382	5746702	0	1	320	5746377	2
chr2	158891487	158891783	chr2:158891487-158891783	.	.	158891487	158891783	0	1	296	158891486	2
chr8	35627142	35627209	chr8:35627142-35627209	.	.	35627142	35627209	0	1	67	35627139	2
chr16	95738448	95738622	chr16:95738448-95738622	.	.	95738448	95738622	0	1	174	95738439	2
chr17	5951353	5951678	chr17:5951353-5951678	.	.	5951353	5951678	0	1	325	5951348	2
chr12	69906296	69906579	chr12:69906296-69906579	.	.	69906296	69906579	0	1	283	69906290	2
chr11	99259865	99260205	chr11:99259865-99260205	.	.	99259865	99260205	0	1	340	99259856	2
chr16	30988198	30988550	chr16:30988198-30988550	.	.	30988198	30988550	0	1	352	30988195	2
chr18	53771357	53771767	chr18:53771357-53771767	.	.	53771357	53771767	0	1	410	53771352	2
chr11	84752148	84752504	chr11:84752148-84752504	.	.	84752148	84752504	0	1	356	84752140	2
chr16	64685795	64686122	chr16:64685795-64686122	.	.	64685795	64686122	0	1	327	64685789	2
chr18	67986766	67987085	chr18:67986766-67987085	.	.	67986766	67987085	0	1	319	67986760	2
chr17	88613324	88613537	chr17:88613324-88613537	.	.	88613324	88613537	0	1	213	88613316	2
chr5	19818431	19818772	chr5:19818431-19818772	.	.	19818431	19818772	0	1	341	19818430	2
chr11	116712021	116712176	chr11:116712021-116712176	.	.	116712021	116712176	0	1	155	116712020	2
chr7	46523367	46523568	chr7:46523367-46523568	.	.	46523367	46523568	0	1	201	46523363	2
chr13	9086635	9086959	chr13:9086635-9086959	.	.	9086635	9086959	0	1	324	9086626	2
chr11	61103027	61103344	chr11:61103027-61103344	.	.	61103027	61103344	0	1	317	61103021	2
chr1	125383087	125383246	chr1:125383087-125383246	.	.	125383087	125383246	0	1	159	125383086	2
chr13	46263036	46263332	chr13:46263036-46263332	.	.	46263036	46263332	0	1	296	46263032	2
chr9	116369242	116369574	chr9:116369242-116369574	.	.	116369242	116369574	0	1	332	116369241	3
chr2	173469827	173470154	chr2:173469827-173470154	.	.	173469827	173470154	0	1	327	173469826	3
chr10	42848888	42849117	chr10:42848888-42849117	.	.	42848888	42849117	0	1	229	42848884	3
chr18	14603288	14603654	chr18:14603288-14603654	.	.	14603288	14603654	0	1	366	14603287	3
chr18	81429899	81430198	chr18:81429899-81430198	.	.	81429899	81430198	0	1	299	81429891	3
chr1	13593373	13593522	chr1:13593373-13593522	.	.	13593373	13593522	0	1	149	13593372	3
chr16	94067944	94068114	chr16:94067944-94068114	.	.	94067944	94068114	0	1	170	94067935	3
chr6	101290135	101290541	chr6:101290135-101290541	.	.	101290135	101290541	0	1	406	101290134	3
chr13	46339950	46340376	chr13:46339950-46340376	.	.	46339950	46340376	0	1	426	46339946	3
chr4	32164000	32164297	chr4:32164000-32164297	.	.	32164000	32164297	0	1	297	32163997	3
chr5	23386673	23386834	chr5:23386673-23386834	.	.	23386673	23386834	0	1	161	23386671	3
chr17	72996703	72996789	chr17:72996703-72996789	.	.	72996703	72996789	0	1	86	72996696	3
chr5	149446602	149446837	chr5:149446602-149446837	.	.	149446602	149446837	0	1	235	149446601	3
chr5	114505440	114505627	chr5:114505440-114505627	.	.	114505440	114505627	0	1	187	114505439	3
chr10	122717922	122718154	chr10:122717922-122718154	.	.	122717922	122718154	0	1	232	122717921	3
chrX	101917728	101918091	chrX:101917728-101918091	.	.	101917728	101918091	0	1	363	101917727	3
chrX	11647017	11647380	chrX:11647017-11647380	.	.	11647017	11647380	0	1	363	11647016	3
chr7	139684608	139684722	chr7:139684608-139684722	.	.	139684608	139684722	0	1	114	139684607	3
chr8	103979026	103979310	chr8:103979026-103979310	.	.	103979026	103979310	0	1	284	103979025	3
chr18	67966992	67967181	chr18:67966992-67967181	.	.	67966992	67967181	0	1	189	67966986	3
chr6	135418309	135418635	chr6:135418309-135418635	.	.	135418309	135418635	0	1	326	135418308	3
chr14	121830124	121830467	chr14:121830124-121830467	.	.	121830124	121830467	0	1	343	121830123	3
chr1	13593568	13593757	chr1:13593568-13593757	.	.	13593568	13593757	0	1	189	13593567	3
chr3	51128855	51129142	chr3:51128855-51129142	.	.	51128855	51129142	0	1	287	51128850	3
chr10	122717591	122717912	chr10:122717591-122717912	.	.	122717591	122717912	0	1	321	122717590	3
chr2	170025035	170025276	chr2:170025035-170025276	.	.	170025035	170025276	0	1	241	170025034	3
chr12	25918819	25918978	chr12:25918819-25918978	.	.	25918819	25918978	0	1	159	25918817	3
chr16	57399501	57399866	chr16:57399501-57399866	.	.	57399501	57399866	0	1	365	57399496	3
chr13	48845412	48845722	chr13:48845412-48845722	.	.	48845412	48845722	0	1	310	48845408	3
chr3	100818600	100818940	chr3:100818600-100818940	.	.	100818600	100818940	0	1	340	100818599	3
chr6	140819483	140819776	chr6:140819483-140819776	.	.	140819483	140819776	0	1	293	140819482	3
chr16	21689201	21689531	chr16:21689201-21689531	.	.	21689201	21689531	0	1	330	21689199	3
chr3	131215497	131215799	chr3:131215497-131215799	.	.	131215497	131215799	0	1	302	131215496	3
chr6	94115741	94116078	chr6:94115741-94116078	.	.	94115741	94116078	0	1	337	94115732	3
chr1	191445511	191445935	chr1:191445511-191445935	.	.	191445511	191445935	0	1	424	191445510	3
chr7	127670687	127670919	chr7:127670687-127670919	.	.	127670687	127670919	0	1	232	127670686	3
chr2	35225264	35225593	chr2:35225264-35225593	.	.	35225264	35225593	0	1	329	35225261	3
chr5	43771525	43771776	chr5:43771525-43771776	.	.	43771525	43771776	0	1	251	43771521	3
chr10	96787638	96787961	chr10:96787638-96787961	.	.	96787638	96787961	0	1	323	96787629	3
chr8	128148606	128148796	chr8:128148606-128148796	.	.	128148606	128148796	0	1	190	128148605	3
chr18	81404785	81405149	chr18:81404785-81405149	.	.	81404785	81405149	0	1	364	81404777	3
chr8	128391132	128391477	chr8:128391132-128391477	.	.	128391132	128391477	0	1	345	128391131	3
chr13	41097709	41097845	chr13:41097709-41097845	.	.	41097709	41097845	0	1	136	41097705	3
chr1	46894512	46894726	chr1:46894512-46894726	.	.	46894512	46894726	0	1	214	46894508	3
chr13	46453335	46453742	chr13:46453335-46453742	.	.	46453335	46453742	0	1	407	46453331	3
chr10	122757839	122758117	chr10:122757839-122758117	.	.	122757839	122758117	0	1	278	122757838	3
chr9	75645391	75645555	chr9:75645391-75645555	.	.	75645391	75645555	0	1	164	75645384	3
chr5	98146923	98147242	chr5:98146923-98147242	.	.	98146923	98147242	0	1	319	98146914	3
chr13	9203453	9203800	chr13:9203453-9203800	.	.	9203453	9203800	0	1	347	9203444	3
chr11	53096828	53097191	chr11:53096828-53097191	.	.	53096828	53097191	0	1	363	53096823	3
chr15	83569586	83569939	chr15:83569586-83569939	.	.	83569586	83569939	0	1	353	83569578	3
chr6	5413356	5413421	chr6:5413356-5413421	.	.	5413356	5413421	0	1	65	5413351	3
chr5	119407867	119408242	chr5:119407867-119408242	.	.	119407867	119408242	0	1	375	119407866	3
chr11	44501043	44501282	chr11:44501043-44501282	.	.	44501043	44501282	0	1	239	44501039	3
chr3	133518866	133519179	chr3:133518866-133519179	.	.	133518866	133519179	0	1	313	133518865	3
chr13	109921672	109922015	chr13:109921672-109922015	.	.	109921672	109922015	0	1	343	109921671	3
chr16	14354802	14355139	chr16:14354802-14355139	.	.	14354802	14355139	0	1	337	14354801	3
chr12	52552101	52552427	chr12:52552101-52552427	.	.	52552101	52552427	0	1	326	52552096	3
chr6	135450838	135450929	chr6:135450838-135450929	.	.	135450838	135450929	0	1	91	135450837	3
chr2	132658315	132658573	chr2:132658315-132658573	.	.	132658315	132658573	0	1	258	132658314	3
chr17	73227383	73227744	chr17:73227383-73227744	.	.	73227383	73227744	0	1	361	73227376	3
chr1	11229599	11229789	chr1:11229599-11229789	.	.	11229599	11229789	0	1	190	11229598	3
chr1	156752483	156752846	chr1:156752483-156752846	.	.	156752483	156752846	0	1	363	156752482	3
chr4	33997255	33997616	chr4:33997255-33997616	.	.	33997255	33997616	0	1	361	33997252	3
chr7	82890329	82890684	chr7:82890329-82890684	.	.	82890329	82890684	0	1	355	82890321	3
chrX	23718306	23718638	chrX:23718306-23718638	.	.	23718306	23718638	0	1	332	23718304	3
chr10	100777200	100777550	chr10:100777200-100777550	.	.	100777200	100777550	0	1	350	100777199	3
chr13	96966687	96967036	chr13:96966687-96967036	.	.	96966687	96967036	0	1	349	96966678	3
chr7	66652227	66652521	chr7:66652227-66652521	.	.	66652227	66652521	0	1	294	66652221	3
chr6	114905270	114905562	chr6:114905270-114905562	.	.	114905270	114905562	0	1	292	114905269	3
chr9	14568643	14568996	chr9:14568643-14568996	.	.	14568643	14568996	0	1	353	14568642	3
chr1	193313204	193313537	chr1:193313204-193313537	.	.	193313204	193313537	0	1	333	193313203	3
chr12	8662196	8662540	chr12:8662196-8662540	.	.	8662196	8662540	0	1	344	8662188	3
chr1	179283298	179283461	chr1:179283298-179283461	.	.	179283298	179283461	0	1	163	179283297	3
chr6	37633884	37634217	chr6:37633884-37634217	.	.	37633884	37634217	0	1	333	37633881	3
chr6	59313028	59313169	chr6:59313028-59313169	.	.	59313028	59313169	0	1	141	59313023	3
chr16	75983854	75984174	chr16:75983854-75984174	.	.	75983854	75984174	0	1	320	75983847	3
chr6	59313570	59313641	chr6:59313570-59313641	.	.	59313570	59313641	0	1	71	59313565	3
chr15	60791264	60791397	chr15:60791264-60791397	.	.	60791264	60791397	0	1	133	60791258	3
chr5	64762319	64762668	chr5:64762319-64762668	.	.	64762319	64762668	0	1	349	64762313	3
chr3	130789224	130789432	chr3:130789224-130789432	.	.	130789224	130789432	0	1	208	130789223	3
chr7	97724019	97724240	chr7:97724019-97724240	.	.	97724019	97724240	0	1	221	97724010	3
chr4	62795447	62795774	chr4:62795447-62795774	.	.	62795447	62795774	0	1	327	62795441	3
chr1	43110470	43110811	chr1:43110470-43110811	.	.	43110470	43110811	0	1	341	43110466	3
chr13	23910146	23910410	chr13:23910146-23910410	.	.	23910146	23910410	0	1	264	23910144	3
chr16	16150777	16150981	chr16:16150777-16150981	.	.	16150777	16150981	0	1	204	16150776	3
chr7	110276563	110276768	chr7:110276563-110276768	.	.	110276563	110276768	0	1	205	110276562	3
chr16	88331176	88331507	chr16:88331176-88331507	.	.	88331176	88331507	0	1	331	88331168	3
chr3	103169785	103170047	chr3:103169785-103170047	.	.	103169785	103170047	0	1	262	103169784	3
chr10	42392059	42392368	chr10:42392059-42392368	.	.	42392059	42392368	0	1	309	42392055	3
chr14	15677558	15677728	chr14:15677558-15677728	.	.	15677558	15677728	0	1	170	15677557	3
chr9	51953010	51953317	chr9:51953010-51953317	.	.	51953010	51953317	0	1	307	51953005	3
chr2	61052406	61052734	chr2:61052406-61052734	.	.	61052406	61052734	0	1	328	61052400	3
chr5	64801117	64801456	chr5:64801117-64801456	.	.	64801117	64801456	0	1	339	64801111	3
chr2	104446010	104446352	chr2:104446010-104446352	.	.	104446010	104446352	0	1	342	104446009	3
chr7	68173803	68174134	chr7:68173803-68174134	.	.	68173803	68174134	0	1	331	68173797	3
chr9	62825932	62826234	chr9:62825932-62826234	.	.	62825932	62826234	0	1	302	62825926	3
chr10	24823587	24823923	chr10:24823587-24823923	.	.	24823587	24823923	0	1	336	24823585	3
chr3	82207263	82207612	chr3:82207263-82207612	.	.	82207263	82207612	0	1	349	82207255	3
chrX	166303837	166304183	chrX:166303837-166304183	.	.	166303837	166304183	0	1	346	166303836	3
chr7	67406985	67407293	chr7:67406985-67407293	.	.	67406985	67407293	0	1	308	67406979	3
chr1	6519022	6519343	chr1:6519022-6519343	.	.	6519022	6519343	0	1	321	6519016	3
chr14	15677348	15677514	chr14:15677348-15677514	.	.	15677348	15677514	0	1	166	15677347	3
chr6	37636493	37636693	chr6:37636493-37636693	.	.	37636493	37636693	0	1	200	37636490	3
chr8	46030502	46030706	chr8:46030502-46030706	.	.	46030502	46030706	0	1	204	46030498	3
chr6	12095820	12096111	chr6:12095820-12096111	.	.	12095820	12096111	0	1	291	12095819	3
chrX	95709430	95709776	chrX:95709430-95709776	.	.	95709430	95709776	0	1	346	95709421	3
chr19	36533220	36533545	chr19:36533220-36533545	.	.	36533220	36533545	0	1	325	36533217	3
chr3	104830312	104830569	chr3:104830312-104830569	.	.	104830312	104830569	0	1	257	104830311	3
chr11	111792087	111792281	chr11:111792087-111792281	.	.	111792087	111792281	0	1	194	111792086	3
chr8	86780798	86781017	chr8:86780798-86781017	.	.	86780798	86781017	0	1	219	86780790	3
chrX	97156152	97156473	chrX:97156152-97156473	.	.	97156152	97156473	0	1	321	97156143	3
chr1	80153381	80153712	chr1:80153381-80153712	.	.	80153381	80153712	0	1	331	80153373	3
chr4	147953625	147953861	chr4:147953625-147953861	.	.	147953625	147953861	0	1	236	147953624	3
chr11	84462888	84463167	chr11:84462888-84463167	.	.	84462888	84463167	0	1	279	84462880	3
chr12	108671727	108671852	chr12:108671727-108671852	.	.	108671727	108671852	0	1	125	108671726	3
chr10	116557189	116557499	chr10:116557189-116557499	.	.	116557189	116557499	0	1	310	116557188	3
chr16	48807423	48807584	chr16:48807423-48807584	.	.	48807423	48807584	0	1	161	48807419	3
chrX	20771870	20771962	chrX:20771870-20771962	.	.	20771870	20771962	0	1	92	20771868	3
chr2	103667546	103667898	chr2:103667546-103667898	.	.	103667546	103667898	0	1	352	103667545	3
chr9	99016822	99017108	chr9:99016822-99017108	.	.	99016822	99017108	0	1	286	99016813	3
chr17	83184266	83184674	chr17:83184266-83184674	.	.	83184266	83184674	0	1	408	83184258	3
chr10	4991998	4992308	chr10:4991998-4992308	.	.	4991998	4992308	0	1	310	4991994	3
chr10	19781318	19781461	chr10:19781318-19781461	.	.	19781318	19781461	0	1	143	19781317	3
chr2	24733220	24733568	chr2:24733220-24733568	.	.	24733220	24733568	0	1	348	24733218	3
chr10	89823825	89824167	chr10:89823825-89824167	.	.	89823825	89824167	0	1	342	89823817	3
chr10	26528170	26528439	chr10:26528170-26528439	.	.	26528170	26528439	0	1	269	26528168	3
chr15	75554926	75555240	chr15:75554926-75555240	.	.	75554926	75555240	0	1	314	75554919	3
chr2	171127221	171127502	chr2:171127221-171127502	.	.	171127221	171127502	0	1	281	171127220	3
chr1	118569545	118569832	chr1:118569545-118569832	.	.	118569545	118569832	0	1	287	118569544	3
chr4	44035217	44035505	chr4:44035217-44035505	.	.	44035217	44035505	0	1	288	44035213	3
chr5	100991764	100992130	chr5:100991764-100992130	.	.	100991764	100992130	0	1	366	100991763	3
chr8	78542543	78542795	chr8:78542543-78542795	.	.	78542543	78542795	0	1	252	78542536	3
chr7	84710347	84710614	chr7:84710347-84710614	.	.	84710347	84710614	0	1	267	84710339	3
chr14	87249332	87249606	chr14:87249332-87249606	.	.	87249332	87249606	0	1	274	87249324	3
chr4	55297805	55298142	chr4:55297805-55298142	.	.	55297805	55298142	0	1	337	55297800	3
chr17	65645251	65645699	chr17:65645251-65645699	.	.	65645251	65645699	0	1	448	65645245	3
chr9	75270373	75270716	chr9:75270373-75270716	.	.	75270373	75270716	0	1	343	75270366	3
chr14	25685040	25685358	chr14:25685040-25685358	.	.	25685040	25685358	0	1	318	25685038	3
chr15	35464602	35464795	chr15:35464602-35464795	.	.	35464602	35464795	0	1	193	35464599	3
chrX	147116668	147116866	chrX:147116668-147116866	.	.	147116668	147116866	0	1	198	147116667	3
chr7	75392674	75392858	chr7:75392674-75392858	.	.	75392674	75392858	0	1	184	75392667	3
chr4	33758053	33758395	chr4:33758053-33758395	.	.	33758053	33758395	0	1	342	33758050	3
chr2	146340969	146341333	chr2:146340969-146341333	.	.	146340969	146341333	0	1	364	146340968	3
chr11	26539536	26539917	chr11:26539536-26539917	.	.	26539536	26539917	0	1	381	26539534	3
chr1	81303359	81303690	chr1:81303359-81303690	.	.	81303359	81303690	0	1	331	81303351	3
chr10	11450111	11450219	chr10:11450111-11450219	.	.	11450111	11450219	0	1	108	11450110	3
chr16	48299863	48300170	chr16:48299863-48300170	.	.	48299863	48300170	0	1	307	48299859	3
chr10	10324771	10324894	chr10:10324771-10324894	.	.	10324771	10324894	0	1	123	10324770	3
chr5	102272421	102272767	chr5:102272421-102272767	.	.	102272421	102272767	0	1	346	102272420	3
chr8	61478245	61478633	chr8:61478245-61478633	.	.	61478245	61478633	0	1	388	61478239	3
chr6	31311165	31311554	chr6:31311165-31311554	.	.	31311165	31311554	0	1	389	31311162	3
chr2	148703723	148704086	chr2:148703723-148704086	.	.	148703723	148704086	0	1	363	148703722	3
chr8	121030732	121031076	chr8:121030732-121031076	.	.	121030732	121031076	0	1	344	121030731	3
chr1	20981792	20982181	chr1:20981792-20982181	.	.	20981792	20982181	0	1	389	20981790	3
chr10	63633997	63634270	chr10:63633997-63634270	.	.	63633997	63634270	0	1	273	63633991	3
chr11	49596544	49596859	chr11:49596544-49596859	.	.	49596544	49596859	0	1	315	49596540	3
chr18	4931297	4931394	chr18:4931297-4931394	.	.	4931297	4931394	0	1	97	4931293	3
chr10	24570229	24570581	chr10:24570229-24570581	.	.	24570229	24570581	0	1	352	24570227	3
chr13	28926001	28926351	chr13:28926001-28926351	.	.	28926001	28926351	0	1	350	28925999	3
chr2	76119979	76120324	chr2:76119979-76120324	.	.	76119979	76120324	0	1	345	76119972	3
chr15	37575108	37575473	chr15:37575108-37575473	.	.	37575108	37575473	0	1	365	37575105	3
chr2	75495934	75496273	chr2:75495934-75496273	.	.	75495934	75496273	0	1	339	75495927	3
chr7	136255682	136255927	chr7:136255682-136255927	.	.	136255682	136255927	0	1	245	136255681	3
chr18	55597024	55597369	chr18:55597024-55597369	.	.	55597024	55597369	0	1	345	55597019	3
chr14	56599029	56599365	chr14:56599029-56599365	.	.	56599029	56599365	0	1	336	56599024	3
chr13	91253440	91253795	chr13:91253440-91253795	.	.	91253440	91253795	0	1	355	91253431	3
chr12	21090386	21090728	chr12:21090386-21090728	.	.	21090386	21090728	0	1	342	21090384	3
chr5	150055339	150055630	chr5:150055339-150055630	.	.	150055339	150055630	0	1	291	150055338	3
chr5	86840285	86840581	chr5:86840285-86840581	.	.	86840285	86840581	0	1	296	86840277	3
chr6	92107777	92108066	chr6:92107777-92108066	.	.	92107777	92108066	0	1	289	92107768	3
chr14	8732171	8732502	chr14:8732171-8732502	.	.	8732171	8732502	0	1	331	8732163	3
chr18	23913457	23913774	chr18:23913457-23913774	.	.	23913457	23913774	0	1	317	23913455	3
chr1	95076908	95077116	chr1:95076908-95077116	.	.	95076908	95077116	0	1	208	95076899	3
chr8	35228172	35228473	chr8:35228172-35228473	.	.	35228172	35228473	0	1	301	35228169	3
chr13	37006356	37006733	chr13:37006356-37006733	.	.	37006356	37006733	0	1	377	37006353	3
chr13	10049387	10049642	chr13:10049387-10049642	.	.	10049387	10049642	0	1	255	10049386	3
chr12	76925929	76926042	chr12:76925929-76926042	.	.	76925929	76926042	0	1	113	76925922	3
chr16	30140089	30140433	chr16:30140089-30140433	.	.	30140089	30140433	0	1	344	30140086	3
chr6	41854962	41855187	chr6:41854962-41855187	.	.	41854962	41855187	0	1	225	41854958	3
chr12	41889407	41889714	chr12:41889407-41889714	.	.	41889407	41889714	0	1	307	41889403	3
chr1	184139875	184140278	chr1:184139875-184140278	.	.	184139875	184140278	0	1	403	184139874	3
chr15	25314411	25314780	chr15:25314411-25314780	.	.	25314411	25314780	0	1	369	25314409	3
chr7	129814919	129815251	chr7:129814919-129815251	.	.	129814919	129815251	0	1	332	129814918	3
chr13	32533643	32533937	chr13:32533643-32533937	.	.	32533643	32533937	0	1	294	32533640	3
chr5	151201746	151202106	chr5:151201746-151202106	.	.	151201746	151202106	0	1	360	151201745	3
chr2	172274688	172275004	chr2:172274688-172275004	.	.	172274688	172275004	0	1	316	172274687	3
chr14	69029781	69029906	chr14:69029781-69029906	.	.	69029781	69029906	0	1	125	69029775	3
chr6	32912395	32912713	chr6:32912395-32912713	.	.	32912395	32912713	0	1	318	32912392	3
chr12	104426818	104427077	chr12:104426818-104427077	.	.	104426818	104427077	0	1	259	104426817	3
chr2	118200407	118200746	chr2:118200407-118200746	.	.	118200407	118200746	0	1	339	118200406	3
chr13	34354858	34355206	chr13:34354858-34355206	.	.	34354858	34355206	0	1	348	34354855	3
chr13	5880732	5881092	chr13:5880732-5881092	.	.	5880732	5881092	0	1	360	5880727	3
chr5	63755344	63755675	chr5:63755344-63755675	.	.	63755344	63755675	0	1	331	63755338	3
chr15	40134297	40134592	chr15:40134297-40134592	.	.	40134297	40134592	0	1	295	40134293	3
chr3	129452601	129452955	chr3:129452601-129452955	.	.	129452601	129452955	0	1	354	129452600	3
chr10	70078687	70078887	chr10:70078687-70078887	.	.	70078687	70078887	0	1	200	70078680	3
chr6	148427654	148427953	chr6:148427654-148427953	.	.	148427654	148427953	0	1	299	148427653	3
chr11	11863198	11863537	chr11:11863198-11863537	.	.	11863198	11863537	0	1	339	11863197	3
chr2	169703818	169704168	chr2:169703818-169704168	.	.	169703818	169704168	0	1	350	169703817	3
chr3	135986793	135987066	chr3:135986793-135987066	.	.	135986793	135987066	0	1	273	135986792	3
chr1	95059722	95060056	chr1:95059722-95060056	.	.	95059722	95060056	0	1	334	95059713	3
chr12	40583770	40584090	chr12:40583770-40584090	.	.	40583770	40584090	0	1	320	40583766	3
chr18	47044887	47044960	chr18:47044887-47044960	.	.	47044887	47044960	0	1	73	47044883	3
chr1	66884396	66884711	chr1:66884396-66884711	.	.	66884396	66884711	0	1	315	66884390	3
chr9	94594741	94595094	chr9:94594741-94595094	.	.	94594741	94595094	0	1	353	94594732	3
chr12	106348016	106348205	chr12:106348016-106348205	.	.	106348016	106348205	0	1	189	106348015	3
chr3	104258408	104258768	chr3:104258408-104258768	.	.	104258408	104258768	0	1	360	104258407	3
chr4	153731502	153731782	chr4:153731502-153731782	.	.	153731502	153731782	0	1	280	153731501	3
chr14	16261886	16262228	chr14:16261886-16262228	.	.	16261886	16262228	0	1	342	16261885	3
chr15	38528825	38529193	chr15:38528825-38529193	.	.	38528825	38529193	0	1	368	38528822	3
chr18	76021513	76021853	chr18:76021513-76021853	.	.	76021513	76021853	0	1	340	76021506	3
chr10	127162776	127162915	chr10:127162776-127162915	.	.	127162776	127162915	0	1	139	127162775	4
chr10	127162997	127163272	chr10:127162997-127163272	.	.	127162997	127163272	0	1	275	127162996	4
chr14	74847677	74847899	chr14:74847677-74847899	.	.	74847677	74847899	0	1	222	74847670	4
chr2	17671730	17671975	chr2:17671730-17671975	.	.	17671730	17671975	0	1	245	17671729	4
