chr	start	end	repName	id	pid	cpm.c
chr11	70079945	70080163	ORR1E	chr11:70079945-70080163|ORR1E	chr11:70079738-70080412|peak_52679	1
chr11	70495098	70495201	ORR1E	chr11:70495098-70495201|ORR1E	chr11:70494917-70495424|peak_52801	7
chr11	71663240	71663578	ORR1E	chr11:71663240-71663578|ORR1E	chr11:71663455-71663700|peak_52993	8
chr11	71991665	71991984	ORR1D2	chr11:71991665-71991984|ORR1D2	chr11:71991412-71992005|peak_53026	1
chr11	72782141	72782497	ORR1E	chr11:72782141-72782497|ORR1E	chr11:72782001-72783008|peak_53188	7
chr11	74534455	74534753	ORR1E	chr11:74534455-74534753|ORR1E	chr11:74534289-74534880|peak_53388	8
chr11	77406372	77406703	ORR1D2	chr11:77406372-77406703|ORR1D2	chr11:77406203-77406794|peak_54070	5
chr11	79197874	79198230	ORR1E	chr11:79197874-79198230|ORR1E	chr11:79197061-79198294|peak_54465	2
chr11	79258759	79259062	ORR1E	chr11:79258759-79259062|ORR1E	chr11:79258620-79259468|peak_54484	6
chr11	80907312	80907662	ORR1E	chr11:80907312-80907662|ORR1E	chr11:80906391-80907603|peak_54816	8
chr11	82668089	82668416	ORR1E	chr11:82668089-82668416|ORR1E	chr11:82667977-82668498|peak_55030	2
chr11	82836001	82836321	ORR1E	chr11:82836001-82836321|ORR1E	chr11:82835729-82836341|peak_55069	2
chr11	83362203	83362267	ORR1E	chr11:83362203-83362267|ORR1E	chr11:83361989-83362496|peak_55171	7
chr11	83560488	83560833	ORR1D2	chr11:83560488-83560833|ORR1D2	chr11:83560304-83560922|peak_55215	5
chr11	84462888	84463167	ORR1D2	chr11:84462888-84463167|ORR1D2	chr11:84462668-84463259|peak_55396	3
chr11	84752148	84752504	ORR1D2	chr11:84752148-84752504|ORR1D2	chr11:84752049-84752312|peak_55425	2
chr11	85686235	85686494	ORR1E	chr11:85686235-85686494|ORR1E	chr11:85686010-85686837|peak_55559	6
chr11	87149711	87150064	ORR1D2	chr11:87149711-87150064|ORR1D2	chr11:87149553-87150199|peak_55864	1
chr11	87263760	87264044	ORR1E	chr11:87263760-87264044|ORR1E	chr11:87263739-87263988|peak_55886	1
chr11	87336690	87336842	ORR1D2	chr11:87336690-87336842|ORR1D2	chr11:87336451-87337042|peak_55893	5
chr11	88008830	88008942	ORR1D2	chr11:88008830-88008942|ORR1D2	chr11:88008550-88009068|peak_56026	1
chr11	88244021	88244327	ORR1D2	chr11:88244021-88244327|ORR1D2	chr11:88243965-88244464|peak_56094	2
chr11	88430189	88430540	ORR1E	chr11:88430189-88430540|ORR1E	chr11:88430188-88430763|peak_56128	3
chr11	88789929	88790280	ORR1D2	chr11:88789929-88790280|ORR1D2	chr11:88789815-88790343|peak_56231	1
chr11	89028576	89028915	ORR1E	chr11:89028576-89028915|ORR1E	chr11:89028702-89029411|peak_56280	2
chr11	89095332	89095445	ORR1E	chr11:89095332-89095445|ORR1E	chr11:89095084-89095782|peak_56310	1
chr11	90235459	90235834	ORR1E	chr11:90235459-90235834|ORR1E	chr11:90235116-90235740|peak_56412	6
chr11	91604985	91605350	ORR1E	chr11:91604985-91605350|ORR1E	chr11:91604964-91605467|peak_56538	8
chr11	92388329	92388699	ORR1E	chr11:92388329-92388699|ORR1E	chr11:92388143-92388646|peak_56562	5
chr11	94314880	94315210	ORR1E	chr11:94314880-94315210|ORR1E	chr11:94314709-94315343|peak_56726	6
chr11	97830086	97830180	ORR1E	chr11:97830086-97830180|ORR1E	chr11:97829290-97830859|peak_57512	6
chr11	99259865	99260205	ORR1D2	chr11:99259865-99260205|ORR1D2	chr11:99259748-99260276|peak_57901	2
chr11	99538096	99538416	ORR1D2	chr11:99538096-99538416|ORR1D2	chr11:99538007-99538566|peak_57931	6
chr11	100570957	100571107	ORR1E	chr11:100570957-100571107|ORR1E	chr11:100570963-100571622|peak_58049	6
chr11	103436328	103436676	ORR1E	chr11:103436328-103436676|ORR1E	chr11:103436190-103437135|peak_58714	6
chr11	106562820	106563063	ORR1E	chr11:106562820-106563063|ORR1E	chr11:106562614-106563246|peak_59194	6
chr11	109203854	109203912	ORR1D2	chr11:109203854-109203912|ORR1D2	chr11:109203592-109204195|peak_59731	5
chr11	109218855	109219046	ORR1E	chr11:109218855-109219046|ORR1E	chr11:109218160-109219583|peak_59732	4
chr11	109305837	109306162	ORR1D2	chr11:109305837-109306162|ORR1D2	chr11:109305739-109306002|peak_59752	6
chr11	109344459	109344549	ORR1D2	chr11:109344459-109344549|ORR1D2	chr11:109343840-109344824|peak_59764	5
chr11	109792051	109792334	ORR1D2	chr11:109792051-109792334|ORR1D2	chr11:109791912-109792453|peak_59901	4
chr11	109813936	109814299	ORR1E	chr11:109813936-109814299|ORR1E	chr11:109813689-109814253|peak_59909	5
chr11	110911034	110911317	ORR1E	chr11:110911034-110911317|ORR1E	chr11:110910955-110911490|peak_60071	5
chr11	110954576	110954936	ORR1E	chr11:110954576-110954936|ORR1E	chr11:110954306-110954892|peak_60077	2
chr11	111227401	111227771	ORR1E	chr11:111227401-111227771|ORR1E	chr11:111227211-111227846|peak_60119	6
chr11	111792087	111792281	ORR1D2	chr11:111792087-111792281|ORR1D2	chr11:111791834-111792539|peak_60160	3
chr11	113204241	113204583	ORR1E	chr11:113204241-113204583|ORR1E	chr11:113204273-113204536|peak_60289	2
chr11	113334845	113335196	ORR1E	chr11:113334845-113335196|ORR1E	chr11:113334309-113335351|peak_60317	6
chr11	114220632	114220926	ORR1D2	chr11:114220632-114220926|ORR1D2	chr11:114220463-114221012|peak_60506	2
chr11	114238318	114238675	ORR1E	chr11:114238318-114238675|ORR1E	chr11:114238230-114238793|peak_60513	3
chr11	114288359	114288805	ORR1D2	chr11:114288359-114288805|ORR1D2	chr11:114288484-114289035|peak_60522	6
chr11	116712021	116712176	ORR1D2	chr11:116712021-116712176|ORR1D2	chr11:116711801-116712300|peak_61169	2
chr11	117174898	117175205	ORR1E	chr11:117174898-117175205|ORR1E	chr11:117174745-117175483|peak_61276	2
chr11	117252589	117252902	ORR1E	chr11:117252589-117252902|ORR1E	chr11:117252493-117253052|peak_61310	2
chr11	117366557	117366850	ORR1E	chr11:117366557-117366850|ORR1E	chr11:117366340-117366899|peak_61370	6
chr11	117414096	117414414	ORR1D2	chr11:117414096-117414414|ORR1D2	chr11:117413882-117414620|peak_61383	2
chr11	118095059	118095348	ORR1E	chr11:118095059-118095348|ORR1E	chr11:118094884-118095494|peak_61583	7
chr11	118135331	118135642	ORR1E	chr11:118135331-118135642|ORR1E	chr11:118135145-118135762|peak_61594	6
chr11	118720236	118720469	ORR1E	chr11:118720236-118720469|ORR1E	chr11:118720003-118720520|peak_61772	8
chr11	119799666	119799906	ORR1E	chr11:119799666-119799906|ORR1E	chr11:119799670-119799941|peak_61997	1
chr11	121734141	121734407	ORR1E	chr11:121734141-121734407|ORR1E	chr11:121734104-121734704|peak_62456	6
chr12	3804115	3804385	ORR1E	chr12:3804115-3804385|ORR1E	chr12:3803863-3804454|peak_62625	6
chr12	4197044	4197190	ORR1D2	chr12:4197044-4197190|ORR1D2	chr12:4196864-4197484|peak_62708	5
chr12	4365993	4366335	ORR1E	chr12:4365993-4366335|ORR1E	chr12:4365801-4366439|peak_62732	2
chr12	4419847	4420190	ORR1E	chr12:4419847-4420190|ORR1E	chr12:4419740-4420331|peak_62745	6
chr12	4454371	4454715	ORR1E	chr12:4454371-4454715|ORR1E	chr12:4454114-4454733|peak_62755	3
chr12	8527798	8528154	ORR1D2	chr12:8527798-8528154|ORR1D2	chr12:8527712-8528211|peak_63126	6
chr12	8662196	8662540	ORR1D2	chr12:8662196-8662540|ORR1D2	chr12:8662072-8662654|peak_63142	3
chr12	8764624	8764841	ORR1E	chr12:8764624-8764841|ORR1E	chr12:8764634-8764891|peak_63163	8
chr12	8868295	8868609	ORR1E	chr12:8868295-8868609|ORR1E	chr12:8868198-8868461|peak_63203	8
chr12	10943586	10943947	ORR1E	chr12:10943586-10943947|ORR1E	chr12:10943502-10943779|peak_63363	8
chr12	12293226	12293576	ORR1D2	chr12:12293226-12293576|ORR1D2	chr12:12293247-12293504|peak_63494	1
chr12	12466821	12467135	ORR1D2	chr12:12466821-12467135|ORR1D2	chr12:12466744-12467274|peak_63537	6
chr12	12572230	12572559	ORR1E	chr12:12572230-12572559|ORR1E	chr12:12572098-12572605|peak_63562	2
chr12	12619576	12619933	ORR1E	chr12:12619576-12619933|ORR1E	chr12:12619527-12619809|peak_63574	1
chr12	12966027	12966341	ORR1E	chr12:12966027-12966341|ORR1E	chr12:12966110-12966357|peak_63637	8
chr12	13113333	13113789	ORR1E	chr12:13113333-13113789|ORR1E	chr12:13113165-13113710|peak_63658	8
chr12	15846266	15846415	ORR1E	chr12:15846266-15846415|ORR1E	chr12:15846153-15846685|peak_63886	8
chr12	15935345	15935687	ORR1E	chr12:15935345-15935687|ORR1E	chr12:15935290-15935791|peak_63904	8
chr12	16056285	16056645	ORR1D2	chr12:16056285-16056645|ORR1D2	chr12:16056060-16056716|peak_63936	1
chr12	16084730	16085078	ORR1E	chr12:16084730-16085078|ORR1E	chr12:16084548-16085107|peak_63942	8
chr12	16583482	16583619	ORR1D2	chr12:16583482-16583619|ORR1D2	chr12:16583001-16584554|peak_64035	4
chr12	16829948	16830031	ORR1E	chr12:16829948-16830031|ORR1E	chr12:16829707-16830236|peak_64075	3
chr12	16903859	16904223	ORR1D2	chr12:16903859-16904223|ORR1D2	chr12:16903833-16904423|peak_64099	2
chr12	17271249	17271543	ORR1D2	chr12:17271249-17271543|ORR1D2	chr12:17271174-17271765|peak_64161	2
chr12	17430605	17430895	ORR1E	chr12:17430605-17430895|ORR1E	chr12:17430448-17431033|peak_64189	4
chr12	21090386	21090728	ORR1D2	chr12:21090386-21090728|ORR1D2	chr12:21089892-21090708|peak_64380	3
chr12	21430217	21430555	ORR1D2	chr12:21430217-21430555|ORR1D2	chr12:21429974-21430704|peak_64462	1
chr12	24484908	24485247	ORR1E	chr12:24484908-24485247|ORR1E	chr12:24484823-24485382|peak_64522	6
chr12	24723411	24723619	ORR1E	chr12:24723411-24723619|ORR1E	chr12:24723280-24724086|peak_64580	1
chr12	25187210	25187452	ORR1E	chr12:25187210-25187452|ORR1E	chr12:25187114-25187694|peak_64691	4
chr12	25316024	25316283	ORR1E	chr12:25316024-25316283|ORR1E	chr12:25315860-25316471|peak_64754	2
chr12	25394476	25394782	ORR1D2	chr12:25394476-25394782|ORR1D2	chr12:25393617-25394822|peak_64778	4
chr12	25462773	25462969	ORR1D2	chr12:25462773-25462969|ORR1D2	chr12:25462626-25463292|peak_64792	1
chr12	25577772	25578163	ORR1D2	chr12:25577772-25578163|ORR1D2	chr12:25577707-25578622|peak_64811	5
chr12	25610151	25610293	ORR1E	chr12:25610151-25610293|ORR1E	chr12:25609819-25610502|peak_64818	7
chr12	25847951	25848291	ORR1D2	chr12:25847951-25848291|ORR1D2	chr12:25847783-25848342|peak_64852	5
chr12	25918819	25918978	ORR1D2	chr12:25918819-25918978|ORR1D2	chr12:25917862-25919446|peak_64864	3
chr12	25946117	25946440	ORR1E	chr12:25946117-25946440|ORR1E	chr12:25946004-25946603|peak_64867	6
chr12	26184761	26185125	ORR1E	chr12:26184761-26185125|ORR1E	chr12:26184551-26185788|peak_64904	3
chr12	26410537	26410873	ORR1D2	chr12:26410537-26410873|ORR1D2	chr12:26410366-26410982|peak_64960	2
chr12	27941240	27941306	ORR1E	chr12:27941240-27941306|ORR1E	chr12:27941115-27941372|peak_65055	8
chr12	29600219	29600508	ORR1E	chr12:29600219-29600508|ORR1E	chr12:29600227-29600484|peak_65206	8
chr12	31561279	31561386	ORR1D2	chr12:31561279-31561386|ORR1D2	chr12:31561072-31561579|peak_65445	6
chr12	32161129	32161444	ORR1E	chr12:32161129-32161444|ORR1E	chr12:32160791-32161367|peak_65574	3
chr12	32181221	32181533	ORR1E	chr12:32181221-32181533|ORR1E	chr12:32181268-32181824|peak_65579	4
chr12	32220803	32221113	ORR1E	chr12:32220803-32221113|ORR1E	chr12:32220256-32221232|peak_65593	1
chr12	32900987	32901366	ORR1E	chr12:32900987-32901366|ORR1E	chr12:32900859-32901470|peak_65729	3
chr12	33063302	33063663	ORR1D2	chr12:33063302-33063663|ORR1D2	chr12:33063164-33063732|peak_65792	5
chr12	33098350	33098735	ORR1E	chr12:33098350-33098735|ORR1E	chr12:33098282-33098841|peak_65807	8
chr12	33604347	33604612	ORR1E	chr12:33604347-33604612|ORR1E	chr12:33604452-33604751|peak_65918	8
chr12	34226737	34226949	ORR1E	chr12:34226737-34226949|ORR1E	chr12:34226637-34227227|peak_65963	5
chr12	34299464	34299856	ORR1D2	chr12:34299464-34299856|ORR1D2	chr12:34299493-34299750|peak_65971	6
chr12	36070714	36071054	ORR1D2	chr12:36070714-36071054|ORR1D2	chr12:36070079-36071207|peak_66383	5
chr12	37287681	37287971	ORR1E	chr12:37287681-37287971|ORR1E	chr12:37287561-37288152|peak_66574	6
chr12	40007284	40007457	ORR1E	chr12:40007284-40007457|ORR1E	chr12:40007051-40007617|peak_66783	5
chr12	40136608	40136703	ORR1E	chr12:40136608-40136703|ORR1E	chr12:40136380-40136941|peak_66815	7
chr12	40536456	40536557	ORR1E	chr12:40536456-40536557|ORR1E	chr12:40535195-40536743|peak_66910	3
chr12	40583770	40584090	ORR1D2	chr12:40583770-40584090|ORR1D2	chr12:40583652-40584246|peak_66932	3
chr12	40599339	40599641	ORR1E	chr12:40599339-40599641|ORR1E	chr12:40599322-40599851|peak_66937	8
chr12	40749521	40749703	ORR1E	chr12:40749521-40749703|ORR1E	chr12:40749335-40749864|peak_66960	7
chr12	41041590	41041739	ORR1E	chr12:41041590-41041739|ORR1E	chr12:41041438-41042247|peak_67005	7
chr12	41065800	41066041	ORR1E	chr12:41065800-41066041|ORR1E	chr12:41065606-41066135|peak_67014	8
chr12	41096063	41096418	ORR1D2	chr12:41096063-41096418|ORR1D2	chr12:41095941-41096550|peak_67021	2
chr12	41325714	41326070	ORR1E	chr12:41325714-41326070|ORR1E	chr12:41325618-41326488|peak_67051	3
chr12	41889407	41889714	ORR1D2	chr12:41889407-41889714|ORR1D2	chr12:41889373-41889872|peak_67125	3
chr12	42090755	42091107	ORR1D2	chr12:42090755-42091107|ORR1D2	chr12:42090800-42091041|peak_67147	6
chr12	52552101	52552427	ORR1D2	chr12:52552101-52552427|ORR1D2	chr12:52551598-52552604|peak_67822	3
chr12	53731295	53731526	ORR1E	chr12:53731295-53731526|ORR1E	chr12:53731163-53731670|peak_67978	8
chr12	54120511	54120988	ORR1D2	chr12:54120511-54120988|ORR1D2	chr12:54120290-54120847|peak_68009	1
chr12	54196898	54197228	ORR1E	chr12:54196898-54197228|ORR1E	chr12:54196838-54197351|peak_68027	3
chr12	54256708	54257054	ORR1E	chr12:54256708-54257054|ORR1E	chr12:54256596-54257288|peak_68051	1
chr12	54305283	54305439	ORR1E	chr12:54305283-54305439|ORR1E	chr12:54305252-54305638|peak_68069	8
chr12	54334400	54334752	ORR1E	chr12:54334400-54334752|ORR1E	chr12:54333568-54334872|peak_68078	6
chr12	54432350	54432514	ORR1D2	chr12:54432350-54432514|ORR1D2	chr12:54432187-54432682|peak_68101	6
chr12	54566079	54566420	ORR1E	chr12:54566079-54566420|ORR1E	chr12:54566002-54567926|peak_68136	3
chr12	57865150	57865478	ORR1E	chr12:57865150-57865478|ORR1E	chr12:57865084-57865613|peak_68526	1
chr12	58902006	58902118	ORR1D2	chr12:58902006-58902118|ORR1D2	chr12:58901902-58902431|peak_68607	1
chr12	59079868	59080130	ORR1D2	chr12:59079868-59080130|ORR1D2	chr12:59079751-59080342|peak_68635	6
chr12	64822181	64822510	ORR1E	chr12:64822181-64822510|ORR1E	chr12:64822132-64822651|peak_68775	8
chr12	65189283	65189577	ORR1E	chr12:65189283-65189577|ORR1E	chr12:65189102-65189705|peak_68826	6
chr12	66031705	66031991	ORR1E	chr12:66031705-66031991|ORR1E	chr12:66031723-66031992|peak_68845	5
chr12	68183975	68184146	ORR1E	chr12:68183975-68184146|ORR1E	chr12:68183841-68184358|peak_68914	1
chr12	68892038	68892366	ORR1E	chr12:68892038-68892366|ORR1E	chr12:68892090-68892859|peak_68942	1
chr12	69229360	69229469	ORR1D2	chr12:69229360-69229469|ORR1D2	chr12:69229149-69229725|peak_68990	4
chr12	69399976	69400108	ORR1D2	chr12:69399976-69400108|ORR1D2	chr12:69399808-69400301|peak_69025	2
chr12	69867473	69867724	ORR1D2	chr12:69867473-69867724|ORR1D2	chr12:69866912-69867901|peak_69128	2
chr12	69906296	69906579	ORR1D2	chr12:69906296-69906579|ORR1D2	chr12:69906091-69906592|peak_69139	2
chr12	69912856	69913033	ORR1E	chr12:69912856-69913033|ORR1E	chr12:69912606-69913197|peak_69141	4
chr12	70730475	70730702	ORR1E	chr12:70730475-70730702|ORR1E	chr12:70730343-70730900|peak_69311	8
chr12	71488037	71488380	ORR1D2	chr12:71488037-71488380|ORR1D2	chr12:71487857-71488424|peak_69460	6
chr12	71718938	71719216	ORR1E	chr12:71718938-71719216|ORR1E	chr12:71718817-71719330|peak_69498	4
chr12	73846676	73846984	ORR1E	chr12:73846676-73846984|ORR1E	chr12:73846541-73847107|peak_69985	6
chr12	73876291	73876642	ORR1D2	chr12:73876291-73876642|ORR1D2	chr12:73876163-73877104|peak_69996	5
chr12	75564162	75564397	ORR1D2	chr12:75564162-75564397|ORR1D2	chr12:75564081-75564615|peak_70162	4
chr12	75623648	75624016	ORR1D2	chr12:75623648-75624016|ORR1D2	chr12:75623557-75624452|peak_70174	6
chr12	75806379	75806675	ORR1E	chr12:75806379-75806675|ORR1E	chr12:75805727-75806787|peak_70228	5
chr12	76045663	76045991	ORR1D2	chr12:76045663-76045991|ORR1D2	chr12:76045670-76046171|peak_70266	1
chr12	76614826	76615173	ORR1D2	chr12:76614826-76615173|ORR1D2	chr12:76613534-76615745|peak_70397	5
chr12	76886939	76887148	ORR1E	chr12:76886939-76887148|ORR1E	chr12:76886690-76887291|peak_70445	3
chr12	76925929	76926042	ORR1D2	chr12:76925929-76926042|ORR1D2	chr12:76925694-76926193|peak_70456	3
chr12	77018390	77018759	ORR1E	chr12:77018390-77018759|ORR1E	chr12:77018218-77018855|peak_70481	7
chr12	77175513	77175774	ORR1E	chr12:77175513-77175774|ORR1E	chr12:77175407-77175998|peak_70545	7
chr12	77208211	77208507	ORR1E	chr12:77208211-77208507|ORR1E	chr12:77207938-77208529|peak_70557	6
chr12	77678946	77679301	ORR1D2	chr12:77678946-77679301|ORR1D2	chr12:77678889-77679418|peak_70635	2
chr12	78088020	78088346	ORR1E	chr12:78088020-78088346|ORR1E	chr12:78087824-78088791|peak_70681	6
chr12	78631803	78632154	ORR1D2	chr12:78631803-78632154|ORR1D2	chr12:78631741-78632304|peak_70720	1
chr12	78814354	78814702	ORR1E	chr12:78814354-78814702|ORR1E	chr12:78814360-78814909|peak_70739	2
chr12	79226880	79227211	ORR1E	chr12:79226880-79227211|ORR1E	chr12:79226718-79227339|peak_70833	7
chr12	79447027	79447362	ORR1E	chr12:79447027-79447362|ORR1E	chr12:79446984-79447564|peak_70885	5
chr12	79711074	79711452	ORR1E	chr12:79711074-79711452|ORR1E	chr12:79711103-79711356|peak_70969	7
chr12	79920311	79920655	ORR1E	chr12:79920311-79920655|ORR1E	chr12:79920239-79920774|peak_71048	5
chr12	80839061	80839386	ORR1D2	chr12:80839061-80839386|ORR1D2	chr12:80838853-80839485|peak_71294	5
chr12	81607940	81608254	ORR1E	chr12:81607940-81608254|ORR1E	chr12:81607896-81608159|peak_71385	8
chr12	81839684	81839869	ORR1D2	chr12:81839684-81839869|ORR1D2	chr12:81839520-81840147|peak_71438	4
chr12	81839869	81840082	ORR1D2	chr12:81839869-81840082|ORR1D2	chr12:81839520-81840147|peak_71438	4
chr12	82369932	82370116	ORR1D2	chr12:82369932-82370116|ORR1D2	chr12:82369684-82370242|peak_71588	1
chr12	83000240	83000432	ORR1E	chr12:83000240-83000432|ORR1E	chr12:83000132-83000409|peak_71658	8
chr12	83096640	83096998	ORR1D2	chr12:83096640-83096998|ORR1D2	chr12:83096826-83097093|peak_71674	6
chr12	85227916	85228019	ORR1E	chr12:85227916-85228019|ORR1E	chr12:85227713-85228323|peak_72099	8
chr12	85575002	85575300	ORR1E	chr12:85575002-85575300|ORR1E	chr12:85574573-85575274|peak_72217	6
chr12	87086235	87086445	ORR1E	chr12:87086235-87086445|ORR1E	chr12:87086163-87086658|peak_72535	8
chr12	88445934	88446277	ORR1E	chr12:88445934-88446277|ORR1E	chr12:88445373-88446256|peak_72647	6
chr12	90370885	90371054	ORR1E	chr12:90370885-90371054|ORR1E	chr12:90370661-90371216|peak_72770	4
chr12	90944811	90945104	ORR1D2	chr12:90944811-90945104|ORR1D2	chr12:90944682-90944959|peak_72794	6
chr12	91095522	91095865	ORR1E	chr12:91095522-91095865|ORR1E	chr12:91095508-91095765|peak_72810	8
chr12	91671985	91672172	ORR1E	chr12:91671985-91672172|ORR1E	chr12:91671474-91672385|peak_72905	5
chr12	91738309	91738647	ORR1D2	chr12:91738309-91738647|ORR1D2	chr12:91738251-91738863|peak_72927	5
chr12	91873942	91874231	ORR1E	chr12:91873942-91874231|ORR1E	chr12:91873815-91874374|peak_72969	7
chr12	92646676	92647007	ORR1D2	chr12:92646676-92647007|ORR1D2	chr12:92646492-92647177|peak_73042	6
chr12	92716324	92716614	ORR1E	chr12:92716324-92716614|ORR1E	chr12:92716188-92716742|peak_73049	3
chr12	92963567	92963853	ORR1E	chr12:92963567-92963853|ORR1E	chr12:92963505-92964023|peak_73099	3
chr12	93171861	93172054	ORR1E	chr12:93171861-93172054|ORR1E	chr12:93171736-93172239|peak_73127	3
chr12	95053341	95053622	ORR1D2	chr12:95053341-95053622|ORR1D2	chr12:95053319-95053820|peak_73206	6
chr12	95877671	95878012	ORR1E	chr12:95877671-95878012|ORR1E	chr12:95877612-95878174|peak_73264	5
chr12	96134198	96134540	ORR1E	chr12:96134198-96134540|ORR1E	chr12:96134050-96134612|peak_73274	1
chr12	98078337	98078679	ORR1E	chr12:98078337-98078679|ORR1E	chr12:98078261-98078819|peak_73339	7
chr12	98264971	98265287	ORR1E	chr12:98264971-98265287|ORR1E	chr12:98264922-98266650|peak_73366	6
chr12	98954742	98955086	ORR1D2	chr12:98954742-98955086|ORR1D2	chr12:98954710-98955281|peak_73497	1
chr12	99431166	99431246	ORR1D2	chr12:99431166-99431246|ORR1D2	chr12:99430950-99431453|peak_73644	2
chr12	99455662	99456026	ORR1E	chr12:99455662-99456026|ORR1E	chr12:99455510-99456111|peak_73649	6
chr12	99688071	99688244	ORR1E	chr12:99688071-99688244|ORR1E	chr12:99687955-99688639|peak_73723	6
chr12	100006663	100006883	ORR1D2	chr12:100006663-100006883|ORR1D2	chr12:100006559-100007223|peak_73788	5
chr12	100170290	100170592	ORR1E	chr12:100170290-100170592|ORR1E	chr12:100170202-100170761|peak_73826	6
chr12	100439156	100439511	ORR1D2	chr12:100439156-100439511|ORR1D2	chr12:100439049-100439932|peak_73919	5
chr12	100530877	100531240	ORR1E	chr12:100530877-100531240|ORR1E	chr12:100530747-100531423|peak_73947	6
chr12	100992570	100992654	ORR1D2	chr12:100992570-100992654|ORR1D2	chr12:100992395-100993000|peak_74085	4
chr12	101005536	101005768	ORR1D2	chr12:101005536-101005768|ORR1D2	chr12:101005376-101006165|peak_74094	2
chr12	101009294	101009479	ORR1D2	chr12:101009294-101009479|ORR1D2	chr12:101009123-101009714|peak_74097	5
chr12	102034993	102035277	ORR1E	chr12:102034993-102035277|ORR1E	chr12:102034848-102035391|peak_74199	7
chr12	102062934	102063283	ORR1E	chr12:102062934-102063283|ORR1E	chr12:102062583-102063416|peak_74204	1
chr12	102173779	102174002	ORR1D2	chr12:102173779-102174002|ORR1D2	chr12:102173432-102174184|peak_74234	5
chr12	102315534	102315814	ORR1D2	chr12:102315534-102315814|ORR1D2	chr12:102315287-102315846|peak_74291	5
chr12	102319880	102320292	ORR1E	chr12:102319880-102320292|ORR1E	chr12:102319074-102320426|peak_74293	4
chr12	102499816	102500066	ORR1E	chr12:102499816-102500066|ORR1E	chr12:102499630-102500185|peak_74371	2
chr12	102501064	102501343	ORR1D2	chr12:102501064-102501343|ORR1D2	chr12:102500938-102501537|peak_74373	5
chr12	102621249	102621596	ORR1D2	chr12:102621249-102621596|ORR1D2	chr12:102621071-102621717|peak_74403	4
chr12	102945643	102945924	ORR1D2	chr12:102945643-102945924|ORR1D2	chr12:102945531-102946030|peak_74489	4
chr12	103116615	103116854	ORR1E	chr12:103116615-103116854|ORR1E	chr12:103116532-103117167|peak_74512	4
chr12	103553514	103553854	ORR1E	chr12:103553514-103553854|ORR1E	chr12:103553425-103554032|peak_74587	4
chr12	104000842	104001012	ORR1D2	chr12:104000842-104001012|ORR1D2	chr12:104000775-104001048|peak_74634	6
chr12	104062023	104062304	ORR1E	chr12:104062023-104062304|ORR1E	chr12:104061766-104062364|peak_74653	4
chr12	104066392	104066719	ORR1D2	chr12:104066392-104066719|ORR1D2	chr12:104066162-104066834|peak_74656	4
chr12	104426818	104427077	ORR1D2	chr12:104426818-104427077|ORR1D2	chr12:104426833-104427470|peak_74731	3
chr12	104550326	104550571	ORR1E	chr12:104550326-104550571|ORR1E	chr12:104550175-104550780|peak_74746	3
chr12	105445744	105446088	ORR1E	chr12:105445744-105446088|ORR1E	chr12:105445690-105446213|peak_74927	1
chr12	105548051	105548246	ORR1E	chr12:105548051-105548246|ORR1E	chr12:105547820-105548411|peak_74962	6
chr12	105587394	105587675	ORR1E	chr12:105587394-105587675|ORR1E	chr12:105587469-105587726|peak_74978	8
chr12	105904052	105904292	ORR1E	chr12:105904052-105904292|ORR1E	chr12:105903909-105904412|peak_75035	1
chr12	106348016	106348205	ORR1D2	chr12:106348016-106348205|ORR1D2	chr12:106347894-106348411|peak_75114	3
chr12	106926083	106926378	ORR1E	chr12:106926083-106926378|ORR1E	chr12:106925950-106926535|peak_75160	3
chr12	107380703	107381023	ORR1E	chr12:107380703-107381023|ORR1E	chr12:107380689-107381061|peak_75227	3
chr12	107500594	107500832	ORR1E	chr12:107500594-107500832|ORR1E	chr12:107500635-107500934|peak_75240	3
chr12	107561197	107561466	ORR1E	chr12:107561197-107561466|ORR1E	chr12:107561145-107561646|peak_75245	8
chr12	108631482	108631740	ORR1E	chr12:108631482-108631740|ORR1E	chr12:108630636-108631915|peak_75476	2
chr12	108671727	108671852	ORR1D2	chr12:108671727-108671852|ORR1D2	chr12:108671208-108671969|peak_75495	3
chr12	110389521	110389747	ORR1E	chr12:110389521-110389747|ORR1E	chr12:110389456-110389755|peak_75717	8
chr12	111332538	111332843	ORR1D2	chr12:111332538-111332843|ORR1D2	chr12:111331985-111332893|peak_75962	6
chr12	111503193	111503278	ORR1E	chr12:111503193-111503278|ORR1E	chr12:111502989-111503967|peak_76018	7
chr12	112400886	112401221	ORR1D2	chr12:112400886-112401221|ORR1D2	chr12:112400750-112401305|peak_76208	4
chr12	112448586	112448891	ORR1E	chr12:112448586-112448891|ORR1E	chr12:112448590-112448843|peak_76214	3
chr12	112823223	112823574	ORR1E	chr12:112823223-112823574|ORR1E	chr12:112823111-112823750|peak_76318	4
chr12	117087498	117087856	ORR1E	chr12:117087498-117087856|ORR1E	chr12:117087469-117088028|peak_76976	8
chr12	117507706	117507951	ORR1E	chr12:117507706-117507951|ORR1E	chr12:117507683-117508246|peak_77064	3
chr12	117579241	117579444	ORR1D2	chr12:117579241-117579444|ORR1D2	chr12:117579045-117579621|peak_77084	4
chr12	117907635	117907964	ORR1D2	chr12:117907635-117907964|ORR1D2	chr12:117907561-117908078|peak_77159	4
