repClass	Summit.Overlap	Frac	Sample	Genome.Frac	Frac.Diff
SINE	2215	4.58715596330275	proB.FrBC.BM	8.13623500868225	-3.54907904537949
Total	8910	18.452171391886	proB.FrBC.BM	45.0274432805867	-26.5752718887007
DNA	385	0.844687246319577	STHSC.150mi.BM	1.32861711697737	-0.483929870657793
LINE	1689	3.70565391956822	STHSC.150mi.BM	22.5854681445608	-18.8798142249926
LTR	3186	6.99006121240045	STHSC.150mi.BM	12.9771230103663	-5.98706179796584
SINE	1275	2.79734088066873	STHSC.150mi.BM	8.13623500868225	-5.33889412801352
Total	6535	14.337743258957	STHSC.150mi.BM	45.0274432805867	-30.6897000216297
DNA	334	1.2129135345172	T.4.aCD3plCD40.18h.Sp	1.32861711697737	-0.115703582460174
LINE	1594	5.78857537131859	T.4.aCD3plCD40.18h.Sp	22.5854681445608	-16.7968927732422
LTR	2726	9.89940806914333	T.4.aCD3plCD40.18h.Sp	12.9771230103663	-3.07771494122296
SINE	1738	6.31150815266732	T.4.aCD3plCD40.18h.Sp	8.13623500868225	-1.82472685601492
Total	6392	23.2124051276464	T.4.aCD3plCD40.18h.Sp	45.0274432805867	-21.8150381529403
DNA	327	0.658796035135789	T.4.Nve.Fem.Sp	1.32861711697737	-0.669821081841581
LINE	1853	3.73317753243613	T.4.Nve.Fem.Sp	22.5854681445608	-18.8522906121247
LTR	3246	6.53960834877911	T.4.Nve.Fem.Sp	12.9771230103663	-6.43751466158718
SINE	2067	4.16431622209686	T.4.Nve.Fem.Sp	8.13623500868225	-3.97191878658538
Total	7493	15.0958981384479	T.4.Nve.Fem.Sp	45.0274432805867	-29.9315451421388
DNA	184	0.453324792431447	T.4.Nve.Sp	1.32861711697737	-0.875292324545923
LINE	1003	2.47111286309099	T.4.Nve.Sp	22.5854681445608	-20.1143552814698
LTR	1800	4.43469905639459	T.4.Nve.Sp	12.9771230103663	-8.5424239539717
SINE	945	2.32821700460716	T.4.Nve.Sp	8.13623500868225	-5.80801800407509
Total	3932	9.68735371652418	T.4.Nve.Sp	45.0274432805867	-35.3400895640625
DNA	261	0.610140963601936	T.4.Th	1.32861711697737	-0.718476153375434
LINE	1512	3.53460972017673	T.4.Th	22.5854681445608	-19.0508584243841
LTR	2447	5.72036374687332	T.4.Th	12.9771230103663	-7.25675926349297
SINE	1514	3.5392851298595	T.4.Th	8.13623500868225	-4.59694987882274
Total	5734	13.4043995605115	T.4.Th	45.0274432805867	-31.6230437200752
DNA	291	1.10402913726383	T8.IEL.LCMV.d7.SI	1.32861711697737	-0.224587979713541
LINE	1128	4.27953562485773	T8.IEL.LCMV.d7.SI	22.5854681445608	-18.3059325197031
LTR	2184	8.28590940132028	T8.IEL.LCMV.d7.SI	12.9771230103663	-4.69121360904601
SINE	1229	4.66272099552318	T8.IEL.LCMV.d7.SI	8.13623500868225	-3.47351401315906
Total	4832	18.332195158965	T8.IEL.LCMV.d7.SI	45.0274432805867	-26.6952481216217
DNA	339	0.88567248406312	T8.MP.LCMV.d7.Sp	1.32861711697737	-0.442944632914249
LINE	1349	3.5244017138677	T8.MP.LCMV.d7.Sp	22.5854681445608	-19.0610664306931
LTR	2730	7.13240673006584	T8.MP.LCMV.d7.Sp	12.9771230103663	-5.84471628030045
SINE	1721	4.49629010345909	T8.MP.LCMV.d7.Sp	8.13623500868225	-3.63994490522316
Total	6139	16.0387710314557	T8.MP.LCMV.d7.Sp	45.0274432805867	-28.988672249131
DNA	304	0.619914761720263	T.8.Nve.Sp	1.32861711697737	-0.708702355257106
LINE	1555	3.17094557393095	T.8.Nve.Sp	22.5854681445608	-19.4145225706298
LTR	2904	5.92181732906462	T.8.Nve.Sp	12.9771230103663	-7.05530568130167
SINE	1740	3.54819633353046	T.8.Nve.Sp	8.13623500868225	-4.58803867515179
Total	6503	13.2608739982463	T.8.Nve.Sp	45.0274432805867	-31.7665692823404
DNA	322	0.842755443886097	T8.Tcm.LCMV.d180.Sp	1.32861711697737	-0.485861673091272
LINE	1568	4.10385259631491	T8.Tcm.LCMV.d180.Sp	22.5854681445608	-18.4816155482459
LTR	3095	8.10039782244556	T8.Tcm.LCMV.d180.Sp	12.9771230103663	-4.87672518792073
SINE	1938	5.07223618090452	T8.Tcm.LCMV.d180.Sp	8.13623500868225	-3.06399882777772
Total	6923	18.1192420435511	T8.Tcm.LCMV.d180.Sp	45.0274432805867	-26.9082012370356
DNA	272	0.730652483412577	T8.TE.LCMV.d7.Sp	1.32861711697737	-0.597964633564793
LINE	1095	2.94141349020872	T8.TE.LCMV.d7.Sp	22.5854681445608	-19.6440546543521
LTR	2223	5.97147231847852	T8.TE.LCMV.d7.Sp	12.9771230103663	-7.00565069188777
SINE	1237	3.32285706610793	T8.TE.LCMV.d7.Sp	8.13623500868225	-4.81337794257431
Total	4827	12.9663953582078	T8.TE.LCMV.d7.Sp	45.0274432805867	-32.0610479223789
DNA	231	0.567177371832646	T8.Tem.LCMV.d180.Sp	1.32861711697737	-0.761439745144724
LINE	1167	2.86535061873895	T8.Tem.LCMV.d180.Sp	22.5854681445608	-19.7201175258218
LTR	2350	5.76998625024553	T8.Tem.LCMV.d180.Sp	12.9771230103663	-7.20713676012076
SINE	1256	3.08387350225889	T8.Tem.LCMV.d180.Sp	8.13623500868225	-5.05236150642336
Total	5004	12.286387743076	T8.Tem.LCMV.d180.Sp	45.0274432805867	-32.7410555375107
DNA	375	0.810250205263385	T.8.Th	1.32861711697737	-0.518366911713984
LINE	1934	4.17873039194503	T.8.Th	22.5854681445608	-18.4067377526158
LTR	3400	7.34626852772136	T.8.Th	12.9771230103663	-5.63085448264493
SINE	2289	4.9457672529277	T.8.Th	8.13623500868225	-3.19046775575454
Total	7998	17.2810163778575	T.8.Th	45.0274432805867	-27.7464269027292
DNA	372	0.720609030858338	T8.TN.P14.Sp	1.32861711697737	-0.608008086119031
LINE	1762	3.41320729132363	T8.TN.P14.Sp	22.5854681445608	-19.1722608532372
LTR	3237	6.27046084109796	T8.TN.P14.Sp	12.9771230103663	-6.70666216926833
SINE	2440	4.72657536369448	T8.TN.P14.Sp	8.13623500868225	-3.40965964498777
Total	7811	15.1308525269744	T8.TN.P14.Sp	45.0274432805867	-29.8965907536123
DNA	348	0.73203054334336	T.DN4.Th	1.32861711697737	-0.596586573634009
LINE	1433	3.01436715118114	T.DN4.Th	22.5854681445608	-19.5711009933797
LTR	2747	5.77841351311555	T.DN4.Th	12.9771230103663	-7.19870949725074
SINE	1877	3.94833715475715	T.DN4.Th	8.13623500868225	-4.1878978539251
Total	6405	13.4731483623972	T.DN4.Th	45.0274432805867	-31.5542949181895
DNA	167	0.341457430277255	T.DP.Th	1.32861711697737	-0.987159686700114
LINE	1055	2.15711131103296	T.DP.Th	22.5854681445608	-20.4283568335278
LTR	1676	3.42684223439928	T.DP.Th	12.9771230103663	-9.55028077596701
SINE	839	1.71546577247076	T.DP.Th	8.13623500868225	-6.42076923621148
Total	3737	7.64087674818026	T.DP.Th	45.0274432805867	-37.3865665324064
DNA	539	1.09624145785877	Tgd.g1.1pld1.24apl.Th	1.32861711697737	-0.2323756591186
LINE	2300	4.67783924503742	Tgd.g1.1pld1.24apl.Th	22.5854681445608	-17.9076288995234
LTR	3884	7.89944679466319	Tgd.g1.1pld1.24apl.Th	12.9771230103663	-5.07767621570309
SINE	2571	5.22901073869183	Tgd.g1.1pld1.24apl.Th	8.13623500868225	-2.90722426999041
Total	9294	18.9025382362512	Tgd.g1.1pld1.24apl.Th	45.0274432805867	-26.1249050443355
DNA	186	0.545886772517829	Tgd.g1.1pld1.LN	1.32861711697737	-0.78273034445954
LINE	1037	3.04346550054295	Tgd.g1.1pld1.LN	22.5854681445608	-19.5420026440178
LTR	1793	5.26223109206703	Tgd.g1.1pld1.LN	12.9771230103663	-7.71489191829926
SINE	899	2.63845273383618	Tgd.g1.1pld1.LN	8.13623500868225	-5.49778227484607
Total	3915	11.490036098964	Tgd.g1.1pld1.LN	45.0274432805867	-33.5374071816227
DNA	236	0.567198615650836	Tgd.g2pld1.24apl.Th	1.32861711697737	-0.761418501326533
LINE	1167	2.80474908671409	Tgd.g2pld1.24apl.Th	22.5854681445608	-19.7807190578467
LTR	1980	4.75870024995193	Tgd.g2pld1.24apl.Th	12.9771230103663	-8.21842276041436
SINE	1061	2.54999038646414	Tgd.g2pld1.24apl.Th	8.13623500868225	-5.5862446222181
Total	4444	10.680638338781	Tgd.g2pld1.24apl.Th	45.0274432805867	-34.3468049418057
DNA	465	1.00310639399431	Tgd.g2pld17.24apl.Th	1.32861711697737	-0.325510722983064
LINE	1997	4.30796444904651	Tgd.g2pld17.24apl.Th	22.5854681445608	-18.2775036955143
LTR	3290	7.09724738976616	Tgd.g2pld17.24apl.Th	12.9771230103663	-5.87987562060013
SINE	2273	4.90335663128829	Tgd.g2pld17.24apl.Th	8.13623500868225	-3.23287837739395
Total	8025	17.3116748640953	Tgd.g2pld17.24apl.Th	45.0274432805867	-27.7157684164914
DNA	98	0.488315312173003	Tgd.g2pld17.LN	1.32861711697737	-0.840301804804366
LINE	665	3.31356818974538	Tgd.g2pld17.LN	22.5854681445608	-19.2718999548154
LTR	1163	5.7950072250735	Tgd.g2pld17.LN	12.9771230103663	-7.18211578529279
SINE	512	2.55119836563855	Tgd.g2pld17.LN	8.13623500868225	-5.5850366430437
Total	2438	12.1480890926304	Tgd.g2pld17.LN	45.0274432805867	-32.8793541879563
DNA	212	0.643770307612888	Tgd.g2pld1.LN	1.32861711697737	-0.684846809364482
LINE	1143	3.47089368679967	Tgd.g2pld1.LN	22.5854681445608	-19.1145744577611
LTR	2078	6.31016367556406	Tgd.g2pld1.LN	12.9771230103663	-6.66695933480223
SINE	1122	3.40712398651726	Tgd.g2pld1.LN	8.13623500868225	-4.72911102216498
Total	4555	13.8319516564939	Tgd.g2pld1.LN	45.0274432805867	-31.1954916240928
DNA	356	0.642286250383387	Tgd.Sp	1.32861711697737	-0.686330866593982
LINE	1550	2.79647103397261	Tgd.Sp	22.5854681445608	-19.7889971105882
LTR	3061	5.52257924838075	Tgd.Sp	12.9771230103663	-7.45454376198554
SINE	1701	3.06890143792736	Tgd.Sp	8.13623500868225	-5.06733357075488
Total	6668	12.0302379706641	Tgd.Sp	45.0274432805867	-32.9972053099226
DNA	230	0.746632040253206	T.ISP.Th	1.32861711697737	-0.581985076724164
LINE	991	3.21701022561273	T.ISP.Th	22.5854681445608	-19.3684579189481
LTR	2069	6.71644213601688	T.ISP.Th	12.9771230103663	-6.26068087434941
SINE	1333	4.32721960720662	T.ISP.Th	8.13623500868225	-3.80901540147562
Total	4623	15.0073040090894	T.ISP.Th	45.0274432805867	-30.0201392714973
DNA	161	0.498807200173498	Treg.4.25hi.Sp	1.32861711697737	-0.829809916803871
LINE	748	2.31743966291787	Treg.4.25hi.Sp	22.5854681445608	-20.2680284816429
LTR	1444	4.4737738947238	Treg.4.25hi.Sp	12.9771230103663	-8.50334911564249
SINE	694	2.15013786907086	Treg.4.25hi.Sp	8.13623500868225	-5.98609713961139
Total	3047	9.44015862688602	Treg.4.25hi.Sp	45.0274432805867	-35.5872846537007
DNA	430	1.29545386075377	Treg.4.FP3pl.Nrplo.Co	1.32861711697737	-0.0331632562235962
LINE	1497	4.50998704546139	Treg.4.FP3pl.Nrplo.Co	22.5854681445608	-18.0754810990994
LTR	2684	8.08604223782123	Treg.4.FP3pl.Nrplo.Co	12.9771230103663	-4.89108077254506
SINE	1675	5.04624469014551	Treg.4.FP3pl.Nrplo.Co	8.13623500868225	-3.08999031853673
Total	6286	18.9377278341819	Treg.4.FP3pl.Nrplo.Co	45.0274432805867	-26.0897154464048
