SRR/Download	Data	Label	Source
SRR26338401	RNA-Seq	MC.M.Sk_2	Immgen
SRR26338402	RNA-Seq	MC.M.Sk_3	Immgen
SRR26338403	RNA-Seq	MC.F.Sk_1	Immgen
SRR26338404	RNA-Seq	MC.F.Sk_2	Immgen
SRR26338405	RNA-Seq	MC.F.Sk_3	Immgen
SRR26338406	RNA-Seq	T8.IEL.LCMV.d32.SI_3	Immgen
SRR26338407	RNA-Seq	T8.IEL.LCMV.d32.SI_4	Immgen
SRR26338408	RNA-Seq	T8.IEL.LCMV.d32.SI_5	Immgen
SRR26338409	RNA-Seq	T8.LCMV.d32.Bl_3	Immgen
SRR26338410	RNA-Seq	T8.LCMV.d32.Bl_4	Immgen
SRR26338411	RNA-Seq	T8.LCMV.d32.Bl_5	Immgen
SRR26338412	RNA-Seq	T8.LCMV.d32.Bl_6	Immgen
SRR26338413	RNA-Seq	T8.LCMV.d32.Ft_3	Immgen
SRR26338414	RNA-Seq	T8.LCMV.d32.Ft_4	Immgen
SRR26338415	RNA-Seq	T8.LCMV.d32.Kd_3	Immgen
SRR26338416	RNA-Seq	T8.LCMV.d32.Kd_4	Immgen
SRR26338417	RNA-Seq	T8.LCMV.d32.Kd_5	Immgen
SRR26338418	RNA-Seq	T8.LCMV.d32.Lv_1	Immgen
SRR26338419	RNA-Seq	T8.LCMV.d32.Lv_3	Immgen
SRR26338420	RNA-Seq	T8.LCMV.d32.SG_1	Immgen
SRR26338421	RNA-Seq	T8.LCMV.d32.SG_3	Immgen
SRR26338422	RNA-Seq	T8.LCMV.d32.SG_4	Immgen
SRR26338423	RNA-Seq	T8.LCMV.d32.Sp_3	Immgen
SRR26338424	RNA-Seq	T8.LCMV.d32.Sp_4	Immgen
SRR26338425	RNA-Seq	T8.LCMV.d32.Sp_6	Immgen
SRR26338426	RNA-Seq	T8.LCMV.d32.Sp_7	Immgen
SRR26338427	RNA-Seq	T8.LCMV.d32.Sp_8	Immgen
SRR26338428	RNA-Seq	MAIT.Sp_1	Immgen
SRR26338429	RNA-Seq	MAIT.Sp_2	Immgen
SRR26338430	RNA-Seq	MAIT.Lu_1	Immgen
SRR26338431	RNA-Seq	MAIT.Lu_2	Immgen
SRR26338432	RNA-Seq	MAIT.Lu_3	Immgen
SRR26338433	RNA-Seq	MAIT.Lv_1	Immgen
SRR26338434	RNA-Seq	MAIT.Lv_2	Immgen
SRR26338435	RNA-Seq	MAIT.Lv_3	Immgen
SRR26338436	RNA-Seq	MAIT.Th_1	Immgen
SRR26338437	RNA-Seq	MAIT.Th_2	Immgen
SRR26338438	RNA-Seq	MAIT.Th_3	Immgen
SRR26338439	RNA-Seq	MAIT.SeT.3d.Lu_1	Immgen
SRR26338440	RNA-Seq	MAIT.SeT.3d.Lu_2	Immgen
SRR26338441	RNA-Seq	MAIT.SeT.3d.Lu_3	Immgen
SRR26338442	RNA-Seq	ProB.FrD.BM_1	Immgen
SRR26338443	RNA-Seq	ProB.FrD.BM_2	Immgen
SRR26338444	RNA-Seq	ProB.FrD.BM_3	Immgen
SRR26338445	RNA-Seq	B.PC.BM_2	Immgen
SRR26338446	RNA-Seq	B.PC.BM_3	Immgen
SRR26338447	RNA-Seq	B.PC.BM_4	Immgen
SRR26338448	RNA-Seq	MC.BM_1	Immgen
SRR26338449	RNA-Seq	MC.BM_2	Immgen
SRR26338450	RNA-Seq	MC.BM_3	Immgen
SRR26338451	RNA-Seq	MC.Ft_1	Immgen
SRR26338452	RNA-Seq	MC.Ft_2	Immgen
SRR26338453	RNA-Seq	MC.Pa_1	Immgen
SRR26338454	RNA-Seq	MC.Pa_2	Immgen
SRR26338455	RNA-Seq	MC.Sp_1	Immgen
SRR26338456	RNA-Seq	MC.Sp_2	Immgen
SRR26338457	RNA-Seq	MC.To_1	Immgen
SRR26338458	RNA-Seq	MC.To_2	Immgen
SRR26338459	RNA-Seq	Baso.Nb.B7hi.Lu_1	Immgen
SRR26338460	RNA-Seq	Baso.Nb.B7hi.Lu_2	Immgen
SRR26338461	RNA-Seq	MC.Nb.B7hi.Lu_1	Immgen
SRR26338462	RNA-Seq	MC.Nb.B7hi.Lu_2	Immgen
https://www.encodeproject.org/files/ENCFF703ULV/@@download/ENCFF703ULV.bed.gz	DNase-seq-peaks	lung_1	ENCODE
https://www.encodeproject.org/files/ENCFF440ZNO/@@download/ENCFF440ZNO.bed.gz	DNase-seq-peaks	frontal_cortex_1	ENCODE
https://www.encodeproject.org/files/ENCFF421MWI/@@download/ENCFF421MWI.bed.gz	DNase-seq-peaks	lung_2	ENCODE
https://www.encodeproject.org/files/ENCFF249RHX/@@download/ENCFF249RHX.bed.gz	DNase-seq-peaks	kidney_1	ENCODE
https://www.encodeproject.org/files/ENCFF446WEA/@@download/ENCFF446WEA.bed.gz	DNase-seq-peaks	frontal_cortex_2	ENCODE
https://www.encodeproject.org/files/ENCFF299OTX/@@download/ENCFF299OTX.bed.gz	DNase-seq-peaks	urinary_bladder_1	ENCODE
https://www.encodeproject.org/files/ENCFF232KUW/@@download/ENCFF232KUW.bed.gz	DNase-seq-peaks	urinary_bladder_2	ENCODE
https://www.encodeproject.org/files/ENCFF771LRH/@@download/ENCFF771LRH.bed.gz	DNase-seq-peaks	frontal_cortex_3	ENCODE
https://www.encodeproject.org/files/ENCFF944DKY/@@download/ENCFF944DKY.bed.gz	DNase-seq-peaks	thymus_1	ENCODE
https://www.encodeproject.org/files/ENCFF351FAX/@@download/ENCFF351FAX.bed.gz	DNase-seq-peaks	urinary_bladder_3	ENCODE
https://www.encodeproject.org/files/ENCFF321LHU/@@download/ENCFF321LHU.bed.gz	DNase-seq-peaks	layer_of_hippocampus_1	ENCODE
https://www.encodeproject.org/files/ENCFF914CUQ/@@download/ENCFF914CUQ.bed.gz	DNase-seq-peaks	cerebellum_1	ENCODE
https://www.encodeproject.org/files/ENCFF438CDO/@@download/ENCFF438CDO.bed.gz	DNase-seq-peaks	thymus_2	ENCODE
https://www.encodeproject.org/files/ENCFF648VOW/@@download/ENCFF648VOW.bed.gz	DNase-seq-peaks	adrenal_gland_1	ENCODE
https://www.encodeproject.org/files/ENCFF085OYZ/@@download/ENCFF085OYZ.bed.gz	DNase-seq-peaks	kidney_2	ENCODE
https://www.encodeproject.org/files/ENCFF286UJV/@@download/ENCFF286UJV.bed.gz	DNase-seq-peaks	lung_3	ENCODE
https://www.encodeproject.org/files/ENCFF207HKQ/@@download/ENCFF207HKQ.bed.gz	DNase-seq-peaks	gastrocnemius_1	ENCODE
https://www.encodeproject.org/files/ENCFF565BPK/@@download/ENCFF565BPK.bed.gz	DNase-seq-peaks	adrenal_gland_2	ENCODE
https://www.encodeproject.org/files/ENCFF978BCU/@@download/ENCFF978BCU.bed.gz	DNase-seq-peaks	layer_of_hippocampus_2	ENCODE
https://www.encodeproject.org/files/ENCFF003OLB/@@download/ENCFF003OLB.bed.gz	DNase-seq-peaks	left_cerebral_cortex_1	ENCODE
https://www.encodeproject.org/files/ENCFF518WVZ/@@download/ENCFF518WVZ.bed.gz	DNase-seq-peaks	urinary_bladder_4	ENCODE
https://www.encodeproject.org/files/ENCFF045UHT/@@download/ENCFF045UHT.bed.gz	DNase-seq-peaks	heart_1	ENCODE
https://www.encodeproject.org/files/ENCFF023GCU/@@download/ENCFF023GCU.bed.gz	DNase-seq-peaks	left_cerebral_cortex_2	ENCODE
https://www.encodeproject.org/files/ENCFF546GWU/@@download/ENCFF546GWU.bed.gz	DNase-seq-peaks	thymus_3	ENCODE
https://www.encodeproject.org/files/ENCFF586PPA/@@download/ENCFF586PPA.bed.gz	DNase-seq-peaks	heart_2	ENCODE
https://www.encodeproject.org/files/ENCFF453CLC/@@download/ENCFF453CLC.bed.gz	DNase-seq-peaks	left_cerebral_cortex_3	ENCODE
https://www.encodeproject.org/files/ENCFF352SUH/@@download/ENCFF352SUH.bed.gz	DNase-seq-peaks	kidney_3	ENCODE
https://www.encodeproject.org/files/ENCFF853RSP/@@download/ENCFF853RSP.bed.gz	DNase-seq-peaks	kidney_4	ENCODE
https://www.encodeproject.org/files/ENCFF884MUG/@@download/ENCFF884MUG.bed.gz	DNase-seq-peaks	heart_3	ENCODE
https://www.encodeproject.org/files/ENCFF907KPL/@@download/ENCFF907KPL.bed.gz	DNase-seq-peaks	lung_4	ENCODE
https://www.encodeproject.org/files/ENCFF620UBH/@@download/ENCFF620UBH.bed.gz	DNase-seq-peaks	cerebellum_2	ENCODE
https://www.encodeproject.org/files/ENCFF120QTE/@@download/ENCFF120QTE.bed.gz	DNase-seq-peaks	left_cerebral_cortex_4	ENCODE
https://www.encodeproject.org/files/ENCFF426JLG/@@download/ENCFF426JLG.bed.gz	DNase-seq-peaks	layer_of_hippocampus_3	ENCODE
https://www.encodeproject.org/files/ENCFF837DKV/@@download/ENCFF837DKV.bed.gz	DNase-seq-peaks	lung_5	ENCODE
https://www.encodeproject.org/files/ENCFF967GVN/@@download/ENCFF967GVN.bed.gz	DNase-seq-peaks	right_cerebral_cortex_1	ENCODE
https://www.encodeproject.org/files/ENCFF304UPM/@@download/ENCFF304UPM.bed.gz	DNase-seq-peaks	right_cerebral_cortex_2	ENCODE
https://www.encodeproject.org/files/ENCFF655TUY/@@download/ENCFF655TUY.bed.gz	DNase-seq-peaks	kidney_5	ENCODE
https://www.encodeproject.org/files/ENCFF488BUU/@@download/ENCFF488BUU.bed.gz	DNase-seq-peaks	left_cerebral_cortex_5	ENCODE
https://www.encodeproject.org/files/ENCFF038ZLI/@@download/ENCFF038ZLI.bed.gz	DNase-seq-peaks	spleen_1	ENCODE
https://www.encodeproject.org/files/ENCFF044YWS/@@download/ENCFF044YWS.bed.gz	DNase-seq-peaks	thymus_4	ENCODE
https://www.encodeproject.org/files/ENCFF236PFN/@@download/ENCFF236PFN.bed.gz	DNase-seq-peaks	urinary_bladder_5	ENCODE
https://www.encodeproject.org/files/ENCFF338HTW/@@download/ENCFF338HTW.bed.gz	DNase-seq-peaks	gastrocnemius_2	ENCODE
https://www.encodeproject.org/files/ENCFF536YDE/@@download/ENCFF536YDE.bed.gz	DNase-seq-peaks	adrenal_gland_3	ENCODE
https://www.encodeproject.org/files/ENCFF753SLN/@@download/ENCFF753SLN.bed.gz	DNase-seq-peaks	cerebellum_3	ENCODE
https://www.encodeproject.org/files/ENCFF037QRW/@@download/ENCFF037QRW.bed.gz	DNase-seq-peaks	lung_6	ENCODE
https://www.encodeproject.org/files/ENCFF407VFO/@@download/ENCFF407VFO.bed.gz	DNase-seq-peaks	left_cerebral_cortex_6	ENCODE
https://www.encodeproject.org/files/ENCFF125KUY/@@download/ENCFF125KUY.bed.gz	DNase-seq-peaks	urinary_bladder_6	ENCODE
https://www.encodeproject.org/files/ENCFF475OMI/@@download/ENCFF475OMI.bed.gz	DNase-seq-peaks	heart_4	ENCODE
https://www.encodeproject.org/files/ENCFF095SNJ/@@download/ENCFF095SNJ.bed.gz	DNase-seq-peaks	frontal_cortex_4	ENCODE
https://www.encodeproject.org/files/ENCFF302HNH/@@download/ENCFF302HNH.bed.gz	DNase-seq-peaks	thymus_5	ENCODE
https://www.encodeproject.org/files/ENCFF873VLP/@@download/ENCFF873VLP.bed.gz	DNase-seq-peaks	spleen_2	ENCODE
https://www.encodeproject.org/files/ENCFF410IVK/@@download/ENCFF410IVK.bed.gz	DNase-seq-peaks	ovary_1	ENCODE
https://www.encodeproject.org/files/ENCFF300YIM/@@download/ENCFF300YIM.bed.gz	DNase-seq-peaks	spleen_3	ENCODE
https://www.encodeproject.org/files/ENCFF508ABQ/@@download/ENCFF508ABQ.bed.gz	DNase-seq-peaks	left_cerebral_cortex_7	ENCODE
https://www.encodeproject.org/files/ENCFF866CCO/@@download/ENCFF866CCO.bed.gz	DNase-seq-peaks	urinary_bladder_7	ENCODE
https://www.encodeproject.org/files/ENCFF353CVJ/@@download/ENCFF353CVJ.bed.gz	DNase-seq-peaks	kidney_6	ENCODE
https://www.encodeproject.org/files/ENCFF473DRI/@@download/ENCFF473DRI.bed.gz	DNase-seq-peaks	kidney_7	ENCODE
https://www.encodeproject.org/files/ENCFF781VCS/@@download/ENCFF781VCS.bed.gz	DNase-seq-peaks	cerebellum_4	ENCODE
https://www.encodeproject.org/files/ENCFF640HWW/@@download/ENCFF640HWW.bed.gz	DNase-seq-peaks	layer_of_hippocampus_4	ENCODE
https://www.encodeproject.org/files/ENCFF468QJL/@@download/ENCFF468QJL.bed.gz	DNase-seq-peaks	layer_of_hippocampus_5	ENCODE
https://www.encodeproject.org/files/ENCFF352OVL/@@download/ENCFF352OVL.bed.gz	DNase-seq-peaks	layer_of_hippocampus_6	ENCODE
https://www.encodeproject.org/files/ENCFF642OMY/@@download/ENCFF642OMY.bed.gz	DNase-seq-peaks	frontal_cortex_5	ENCODE
https://www.encodeproject.org/files/ENCFF934MRJ/@@download/ENCFF934MRJ.bed.gz	DNase-seq-peaks	left_cerebral_cortex_8	ENCODE
https://www.encodeproject.org/files/ENCFF988JKK/@@download/ENCFF988JKK.bed.gz	DNase-seq-peaks	thymus_6	ENCODE
https://www.encodeproject.org/files/ENCFF100ETH/@@download/ENCFF100ETH.bed.gz	DNase-seq-peaks	gastrocnemius_3	ENCODE
https://www.encodeproject.org/files/ENCFF821CBF/@@download/ENCFF821CBF.bed.gz	DNase-seq-peaks	kidney_8	ENCODE
https://www.encodeproject.org/files/ENCFF840GUS/@@download/ENCFF840GUS.bed.gz	DNase-seq-peaks	cerebellum_5	ENCODE
https://www.encodeproject.org/files/ENCFF797HLK/@@download/ENCFF797HLK.bed.gz	DNase-seq-peaks	gastrocnemius_4	ENCODE
https://www.encodeproject.org/files/ENCFF880CNF/@@download/ENCFF880CNF.bed.gz	DNase-seq-peaks	heart_5	ENCODE
https://www.encodeproject.org/files/ENCFF330EGW/@@download/ENCFF330EGW.bed.gz	DNase-seq-peaks	adrenal_gland_4	ENCODE
https://www.encodeproject.org/files/ENCFF264RCO/@@download/ENCFF264RCO.bed.gz	DNase-seq-peaks	cerebellum_6	ENCODE
https://www.encodeproject.org/files/ENCFF876JJU/@@download/ENCFF876JJU.bed.gz	DNase-seq-peaks	spleen_4	ENCODE
https://www.encodeproject.org/files/ENCFF677GGG/@@download/ENCFF677GGG.bed.gz	DNase-seq-peaks	cerebellum_7	ENCODE
https://www.encodeproject.org/files/ENCFF455WGW/@@download/ENCFF455WGW.bed.gz	DNase-seq-peaks	kidney_9	ENCODE
https://www.encodeproject.org/files/ENCFF596VTP/@@download/ENCFF596VTP.bed.gz	DNase-seq-peaks	kidney_10	ENCODE
https://www.encodeproject.org/files/ENCFF801GFP/@@download/ENCFF801GFP.bed.gz	DNase-seq-peaks	lung_7	ENCODE
https://www.encodeproject.org/files/ENCFF665JAC/@@download/ENCFF665JAC.bed.gz	DNase-seq-peaks	adrenal_gland_5	ENCODE
https://www.encodeproject.org/files/ENCFF201WZD/@@download/ENCFF201WZD.bed.gz	DNase-seq-peaks	cerebellum_8	ENCODE
https://www.encodeproject.org/files/ENCFF801SJA/@@download/ENCFF801SJA.bed.gz	DNase-seq-peaks	gastrocnemius_5	ENCODE
https://www.encodeproject.org/files/ENCFF675GRT/@@download/ENCFF675GRT.bed.gz	DNase-seq-peaks	heart_6	ENCODE
https://www.encodeproject.org/files/ENCFF482KHA/@@download/ENCFF482KHA.bed.gz	DNase-seq-peaks	ovary_2	ENCODE
https://www.encodeproject.org/files/ENCFF437EVO/@@download/ENCFF437EVO.bed.gz	DNase-seq-peaks	spleen_5	ENCODE
https://www.encodeproject.org/files/ENCFF136VVL/@@download/ENCFF136VVL.bed.gz	DNase-seq-peaks	kidney_11	ENCODE
https://www.encodeproject.org/files/ENCFF765OSL/@@download/ENCFF765OSL.bed.gz	DNase-seq-peaks	kidney_12	ENCODE
https://www.encodeproject.org/files/ENCFF917VQD/@@download/ENCFF917VQD.bed.gz	DNase-seq-peaks	thymus_7	ENCODE
https://www.encodeproject.org/files/ENCFF410TOW/@@download/ENCFF410TOW.bed.gz	DNase-seq-peaks	lung_8	ENCODE
https://www.encodeproject.org/files/ENCFF359GEV/@@download/ENCFF359GEV.bed.gz	DNase-seq-peaks	spleen_6	ENCODE
https://www.encodeproject.org/files/ENCFF182RFS/@@download/ENCFF182RFS.bed.gz	DNase-seq-peaks	gastrocnemius_6	ENCODE
https://www.encodeproject.org/files/ENCFF754HTD/@@download/ENCFF754HTD.bed.gz	DNase-seq-peaks	layer_of_hippocampus_7	ENCODE
https://www.encodeproject.org/files/ENCFF817LYM/@@download/ENCFF817LYM.bed.gz	DNase-seq-peaks	layer_of_hippocampus_8	ENCODE
https://www.encodeproject.org/files/ENCFF696TPI/@@download/ENCFF696TPI.bed.gz	DNase-seq-peaks	left_cerebral_cortex_9	ENCODE
https://www.encodeproject.org/files/ENCFF303TKU/@@download/ENCFF303TKU.bed.gz	DNase-seq-peaks	right_cerebral_cortex_3	ENCODE
https://www.encodeproject.org/files/ENCFF955CWU/@@download/ENCFF955CWU.bed.gz	DNase-seq-peaks	spleen_7	ENCODE
https://www.encodeproject.org/files/ENCFF376NPU/@@download/ENCFF376NPU.bed.gz	DNase-seq-peaks	frontal_cortex_6	ENCODE
https://www.encodeproject.org/files/ENCFF894UDZ/@@download/ENCFF894UDZ.bed.gz	DNase-seq-peaks	frontal_cortex_7	ENCODE
https://www.encodeproject.org/files/ENCFF069BFT/@@download/ENCFF069BFT.bed.gz	DNase-seq-peaks	kidney_13	ENCODE
https://www.encodeproject.org/files/ENCFF363BOC/@@download/ENCFF363BOC.bed.gz	DNase-seq-peaks	kidney_14	ENCODE
https://www.encodeproject.org/files/ENCFF144JNJ/@@download/ENCFF144JNJ.bed.gz	DNase-seq-peaks	left_cerebral_cortex_10	ENCODE
https://www.encodeproject.org/files/ENCFF526PJM/@@download/ENCFF526PJM.bed.gz	DNase-seq-peaks	gastrocnemius_7	ENCODE
https://www.encodeproject.org/files/ENCFF112UML/@@download/ENCFF112UML.bed.gz	DNase-seq-peaks	cerebellum_9	ENCODE
https://www.encodeproject.org/files/ENCFF565KLY/@@download/ENCFF565KLY.bed.gz	DNase-seq-peaks	gastrocnemius_8	ENCODE
https://www.encodeproject.org/files/ENCFF493LZI/@@download/ENCFF493LZI.bed.gz	DNase-seq-peaks	adrenal_gland_6	ENCODE
https://www.encodeproject.org/files/ENCFF468ERD/@@download/ENCFF468ERD.bed.gz	DNase-seq-peaks	heart_7	ENCODE
https://www.encodeproject.org/files/ENCFF744YEV/@@download/ENCFF744YEV.bed.gz	DNase-seq-peaks	heart_8	ENCODE
https://www.encodeproject.org/files/ENCFF349UID/@@download/ENCFF349UID.bed.gz	DNase-seq-peaks	heart_9	ENCODE
https://www.encodeproject.org/files/ENCFF090XEB/@@download/ENCFF090XEB.bed.gz	DNase-seq-peaks	spleen_8	ENCODE
https://www.encodeproject.org/files/ENCFF972XCH/@@download/ENCFF972XCH.bed.gz	DNase-seq-peaks	left_cerebral_cortex_11	ENCODE
https://www.encodeproject.org/files/ENCFF728ZKQ/@@download/ENCFF728ZKQ.bed.gz	DNase-seq-peaks	testis_1	ENCODE
https://www.encodeproject.org/files/ENCFF030LSS/@@download/ENCFF030LSS.bed.gz	DNase-seq-peaks	lung_9	ENCODE
https://www.encodeproject.org/files/ENCFF744KST/@@download/ENCFF744KST.bed.gz	DNase-seq-peaks	spleen_9	ENCODE
https://www.encodeproject.org/files/ENCFF197GXG/@@download/ENCFF197GXG.bed.gz	DNase-seq-peaks	kidney_15	ENCODE
https://www.encodeproject.org/files/ENCFF258SYM/@@download/ENCFF258SYM.bed.gz	DNase-seq-peaks	left_cerebral_cortex_12	ENCODE
https://www.encodeproject.org/files/ENCFF301NHA/@@download/ENCFF301NHA.bed.gz	DNase-seq-peaks	frontal_cortex_8	ENCODE
https://www.encodeproject.org/files/ENCFF690BXQ/@@download/ENCFF690BXQ.bed.gz	DNase-seq-peaks	right_cerebral_cortex_4	ENCODE
https://www.encodeproject.org/files/ENCFF286SXG/@@download/ENCFF286SXG.bed.gz	DNase-seq-peaks	layer_of_hippocampus_9	ENCODE
https://www.encodeproject.org/files/ENCFF470EDQ/@@download/ENCFF470EDQ.bed.gz	DNase-seq-peaks	ovary_3	ENCODE
https://www.encodeproject.org/files/ENCFF956YLQ/@@download/ENCFF956YLQ.bed.gz	DNase-seq-peaks	frontal_cortex_9	ENCODE
https://www.encodeproject.org/files/ENCFF833USD/@@download/ENCFF833USD.bed.gz	DNase-seq-peaks	kidney_16	ENCODE
https://www.encodeproject.org/files/ENCFF732ASV/@@download/ENCFF732ASV.bed.gz	DNase-seq-peaks	left_cerebral_cortex_13	ENCODE
https://www.encodeproject.org/files/ENCFF232MTV/@@download/ENCFF232MTV.bed.gz	DNase-seq-peaks	left_cerebral_cortex_14	ENCODE
https://www.encodeproject.org/files/ENCFF698OES/@@download/ENCFF698OES.bed.gz	DNase-seq-peaks	right_cerebral_cortex_5	ENCODE
https://www.encodeproject.org/files/ENCFF259YSS/@@download/ENCFF259YSS.bed.gz	DNase-seq-peaks	gastrocnemius_9	ENCODE
https://www.encodeproject.org/files/ENCFF633XHC/@@download/ENCFF633XHC.bed.gz	DNase-seq-peaks	frontal_cortex_10	ENCODE
https://www.encodeproject.org/files/ENCFF994CCO/@@download/ENCFF994CCO.bed.gz	DNase-seq-peaks	thymus_8	ENCODE
https://www.encodeproject.org/files/ENCFF405YDD/@@download/ENCFF405YDD.bed.gz	DNase-seq-peaks	lung_10	ENCODE
https://www.encodeproject.org/files/ENCFF629EVU/@@download/ENCFF629EVU.bed.gz	DNase-seq-peaks	lung_11	ENCODE
https://www.encodeproject.org/files/ENCFF458OSL/@@download/ENCFF458OSL.bed.gz	DNase-seq-peaks	left_cerebral_cortex_15	ENCODE
https://www.encodeproject.org/files/ENCFF792BGN/@@download/ENCFF792BGN.bed.gz	DNase-seq-peaks	urinary_bladder_8	ENCODE
https://www.encodeproject.org/files/ENCFF162OLV/@@download/ENCFF162OLV.bed.gz	DNase-seq-peaks	right_cerebral_cortex_6	ENCODE
https://www.encodeproject.org/files/ENCFF732BAI/@@download/ENCFF732BAI.bed.gz	DNase-seq-peaks	cerebellum_10	ENCODE
https://www.encodeproject.org/files/ENCFF278EYB/@@download/ENCFF278EYB.bed.gz	DNase-seq-peaks	cerebellum_11	ENCODE
https://www.encodeproject.org/files/ENCFF133PSU/@@download/ENCFF133PSU.bed.gz	DNase-seq-peaks	right_cerebral_cortex_7	ENCODE
https://www.encodeproject.org/files/ENCFF933BDB/@@download/ENCFF933BDB.bed.gz	DNase-seq-peaks	right_cerebral_cortex_8	ENCODE
https://www.encodeproject.org/files/ENCFF171WFI/@@download/ENCFF171WFI.bed.gz	DNase-seq-peaks	gastrocnemius_10	ENCODE
https://www.encodeproject.org/files/ENCFF095KMA/@@download/ENCFF095KMA.bed.gz	DNase-seq-peaks	gastrocnemius_11	ENCODE
https://www.encodeproject.org/files/ENCFF247LYW/@@download/ENCFF247LYW.bed.gz	DNase-seq-peaks	cerebellum_12	ENCODE
https://www.encodeproject.org/files/ENCFF424HTM/@@download/ENCFF424HTM.bed.gz	DNase-seq-peaks	layer_of_hippocampus_10	ENCODE
https://www.encodeproject.org/files/ENCFF194HUA/@@download/ENCFF194HUA.bed.gz	DNase-seq-peaks	heart_10	ENCODE
https://www.encodeproject.org/files/ENCFF456CEO/@@download/ENCFF456CEO.bed.gz	DNase-seq-peaks	right_cerebral_cortex_9	ENCODE
https://www.encodeproject.org/files/ENCFF023FHV/@@download/ENCFF023FHV.bed.gz	DNase-seq-peaks	ovary_4	ENCODE
https://www.encodeproject.org/files/ENCFF113NOH/@@download/ENCFF113NOH.bed.gz	DNase-seq-peaks	heart_11	ENCODE
https://www.encodeproject.org/files/ENCFF132BTX/@@download/ENCFF132BTX.bed.gz	DNase-seq-peaks	heart_12	ENCODE
https://www.encodeproject.org/files/ENCFF558BUD/@@download/ENCFF558BUD.bed.gz	DNase-seq-peaks	layer_of_hippocampus_11	ENCODE
https://www.encodeproject.org/files/ENCFF449GCA/@@download/ENCFF449GCA.bed.gz	DNase-seq-peaks	right_cerebral_cortex_10	ENCODE
https://www.encodeproject.org/files/ENCFF997HJY/@@download/ENCFF997HJY.bed.gz	DNase-seq-peaks	layer_of_hippocampus_12	ENCODE
https://www.encodeproject.org/files/ENCFF437CYP/@@download/ENCFF437CYP.bed.gz	DNase-seq-peaks	heart_13	ENCODE
https://www.encodeproject.org/files/ENCFF094GSY/@@download/ENCFF094GSY.bed.gz	DNase-seq-peaks	thymus_9	ENCODE
https://www.encodeproject.org/files/ENCFF677RKU/@@download/ENCFF677RKU.bed.gz	DNase-seq-peaks	lung_12	ENCODE
https://www.encodeproject.org/files/ENCFF564BPM/@@download/ENCFF564BPM.bed.gz	DNase-seq-peaks	cerebellum_13	ENCODE
https://www.encodeproject.org/files/ENCFF526TKA/@@download/ENCFF526TKA.bed.gz	DNase-seq-peaks	cerebellum_14	ENCODE
https://www.encodeproject.org/files/ENCFF930WLW/@@download/ENCFF930WLW.bed.gz	DNase-seq-peaks	cerebellum_15	ENCODE
https://www.encodeproject.org/files/ENCFF523FUC/@@download/ENCFF523FUC.bed.gz	DNase-seq-peaks	left_cerebral_cortex_16	ENCODE
https://www.encodeproject.org/files/ENCFF591JJJ/@@download/ENCFF591JJJ.bed.gz	DNase-seq-peaks	cerebellum_16	ENCODE
https://www.encodeproject.org/files/ENCFF466OYU/@@download/ENCFF466OYU.bed.gz	DNase-seq-peaks	adrenal_gland_7	ENCODE
https://www.encodeproject.org/files/ENCFF626MMT/@@download/ENCFF626MMT.bed.gz	DNase-seq-peaks	adrenal_gland_8	ENCODE
https://www.encodeproject.org/files/ENCFF311FMI/@@download/ENCFF311FMI.bed.gz	DNase-seq-peaks	adrenal_gland_9	ENCODE
https://www.encodeproject.org/files/ENCFF185LAH/@@download/ENCFF185LAH.bed.gz	DNase-seq-peaks	gastrocnemius_12	ENCODE
https://www.encodeproject.org/files/ENCFF245DLG/@@download/ENCFF245DLG.bed.gz	DNase-seq-peaks	gastrocnemius_13	ENCODE
https://www.encodeproject.org/files/ENCFF843ETM/@@download/ENCFF843ETM.bed.gz	DNase-seq-peaks	cerebellum_17	ENCODE
https://www.encodeproject.org/files/ENCFF147VFS/@@download/ENCFF147VFS.bed.gz	DNase-seq-peaks	cerebellum_18	ENCODE
https://www.encodeproject.org/files/ENCFF124YHW/@@download/ENCFF124YHW.bed.gz	DNase-seq-peaks	gastrocnemius_14	ENCODE
https://www.encodeproject.org/files/ENCFF792NCD/@@download/ENCFF792NCD.bed.gz	DNase-seq-peaks	thymus_10	ENCODE
https://www.encodeproject.org/files/ENCFF548SLA/@@download/ENCFF548SLA.bed.gz	DNase-seq-peaks	adrenal_gland_10	ENCODE
https://www.encodeproject.org/files/ENCFF891NLA/@@download/ENCFF891NLA.bed.gz	DNase-seq-peaks	testis_2	ENCODE
https://www.encodeproject.org/files/ENCFF073ADQ/@@download/ENCFF073ADQ.bed.gz	DNase-seq-peaks	urinary_bladder_9	ENCODE
https://www.encodeproject.org/files/ENCFF078IWC/@@download/ENCFF078IWC.bed.gz	DNase-seq-peaks	kidney_17	ENCODE
https://www.encodeproject.org/files/ENCFF025VLY/@@download/ENCFF025VLY.bed.gz	DNase-seq-peaks	left_cerebral_cortex_17	ENCODE
https://www.encodeproject.org/files/ENCFF642IIV/@@download/ENCFF642IIV.bed.gz	DNase-seq-peaks	right_cerebral_cortex_11	ENCODE
https://www.encodeproject.org/files/ENCFF575EQF/@@download/ENCFF575EQF.bed.gz	DNase-seq-peaks	heart_14	ENCODE
https://www.encodeproject.org/files/ENCFF691NBX/@@download/ENCFF691NBX.bed.gz	DNase-seq-peaks	left_cerebral_cortex_18	ENCODE
